"terms";"clusters"
"#-genteel";30
"#-guarded";76
"#-handsome";119
"#-open";120
"#-quiet";120
"#-watchful";102
"acceptable";58
"active";78
"acute";113
"affable";68
"affectionate";48
"animated";63
"assiduous";74
"assured";34
"awkward";104
"bashful";77
"benignant";41
"bitter";6
"boisterous";58
"bold";63
"boyish";33
"busy";73
"calm";70
"candid";13
"careful";132
"careless";131
"cautious";93
"chatty";104
"cheerful";20
"christian";4
"civil";84
"clamorous";21
"close";6
"cold";7
"communicative";9
"compassionate";15
"compliant";56
"confident";109
"confidential";43
"conscientious";120
"considerate";127
"consistent";75
"constant";78
"contrary";130
"cool";62
"cordial";9
"credulous";106
"critical";29
"cruel";108
"cunning";86
"curious";77
"decided";79
"decisive";66
"delicate";118
"dependent";2
"determined";101
"diffident";130
"dignified";51
"direct";99
"discreet";113
"dissatisfied";112
"domestic";91
"eager";18
"earnest";40
"easy";40
"economical";128
"ecstatic";81
"enthusiastic";71
"exact";110
"excursive";121
"expressive";28
"faithful";4
"familiar";111
"fanciful";66
"fastidious";63
"fearful";125
"feminine";62
"fervent";11
"fickle";39
"firm";94
"formal";104
"frank";82
"free";64
"fresh";22
"fretful";14
"friendly";101
"frivolous";88
"gay";27
"generous";67
"genial";39
"genteel";10
"gentle";96
"gentlemanlike";58
"giddy";76
"gloomy";127
"graceful";1
"gracious";79
"grateful";65
"grave";35
"handsome";80
"hasty";5
"hateful";62
"haughty";110
"headstrong";103
"hearty";121
"heavy";49
"helpless";74
"honest";51
"hopeless";57
"hospitable";102
"hostile";56
"humble";76
"hurried";59
"hysterical";94
"immovable";47
"impartial";12
"impatient";85
"impertinent";42
"impetuous";124
"improvident";75
"inarticulate";120
"inconstant";15
"indefatigable";130
"independent";38
"indifferent";72
"indolent";128
"indulgent";50
"inquisitive";66
"insincere";105
"insolent";14
"intimate";123
"invariable";82
"inventive";129
"irrational";83
"irrepressible";12
"irritable";124
"jealous";100
"joyful";114
"judicious";106
"keen";53
"kind";123
"languid";24
"leisurely";129
"lively";91
"loud";16
"maternal";31
"melancholy";78
"merry";1
"mild";25
"mischievous";106
"moderate";36
"modest";43
"musical";98
"neat";63
"negative";105
"negligent";23
"nervous";116
"noisy";3
"nonsensical";17
"obedient";76
"obliging";33
"observant";90
"officious";21
"original";62
"partial";60
"passionate";124
"philanthropic";106
"playful";117
"pleasant";107
"polite";79
"political";130
"positive";107
"precise";32
"prejudiced";25
"proud";5
"provident";128
"prudent";67
"punctual";11
"quick";123
"quiet";19
"rapacious";106
"rapid";70
"rapturous";118
"rash";25
"reasonable";97
"resolute";26
"respectful";74
"restless";108
"romantic";89
"rude";8
"sad";61
"sanguine";45
"scrupulous";41
"second";95
"selfish";18
"sensible";42
"sensitive";34
"serious";40
"severe";45
"shrewd";30
"shy";1
"simple";126
"sincere";64
"slow";24
"sober";110
"sociable";104
"soft";37
"solemn";130
"solicitous";102
"sorrowful";105
"speculative";25
"speedy";28
"spirited";115
"spiritless";114
"spontaneous";15
"stable";4
"staid";122
"steadfast";23
"steady";87
"steep";37
"stormy";75
"straight";63
"strict";128
"stubborn";25
"stylish";119
"subservient";23
"sudden";87
"sufficient";2
"suspicious";103
"sweet";8
"tardy";86
"tender";44
"thankful";69
"thorough";82
"thoughtful";102
"thoughtless";128
"tidy";63
"true";126
"ugly";111
"unamiable";68
"unbiased";34
"uncertain";60
"unchanging";113
"uncheerful";52
"uncivil";36
"undiscerning";25
"unequivocal";11
"unfeeling";89
"ungenerous";50
"ungracious";54
"ungrateful";86
"unhappy";65
"unkind";46
"unobtrusive";130
"urgent";13
"vague";62
"vain";92
"verbal";75
"violent";55
"virtuous";39
"uncordial";30
"willing";73
"zealous";102
"undecided";34
"unreserved";88
"weak";47
"worldly";114
"witty";58
"smooth";16
"wise";3
"submissive";56
"tranquil";30
"unsteady";34
"wiser";62
