"terms";"clusters"
"awkward";2
"calm";1
"careful";2
"certain";1
"charitable";2
"cheerful";1
"christian";2
"close";1
"cold";2
"constant";1
"contrary";1
"eager";1
"earnest";2
"easy";1
"exact";2
"faithful";1
"fierce";2
"firm";2
"free";2
"fresh";1
"friendly";2
"general";1
"grave";1
"handsome";1
"handy";2
"hearty";2
"heavy";2
"honest";1
"humble";2
"impatient";2
"just";2
"kind";2
"melancholy";2
"merciless";2
"merry";2
"natural";2
"open";1
"particular";1
"pensive";2
"pleasant";1
"quiet";1
"reasonable";2
"religious";2
"rough";2
"sad";1
"second";1
"sensible";2
"serious";1
"sincere";1
"smooth";1
"sober";2
"soft";2
"solemn";2
"straight";2
"strong";1
"sudden";1
"sufficient";1
"sure";1
"swift";2
"thankful";1
"true";1
"ugly";2
"unhappy";2
"vain";2
"violent";2
"weak";2
"willing";1
"wise";2
