"terms";"clusters"
"affectionate";18
"bold";11
"busy";12
"certain";41
"chaste";2
"cheerful";32
"clean";31
"close";7
"cold";29
"compassionate";3
"cool";26
"cruel";13
"curious";1
"delicate";13
"domestic";12
"earnest";5
"easy";19
"exact";40
"expressive";27
"faithful";6
"familiar";39
"free";14
"fresh";15
"friendly";31
"general";10
"gentle";24
"graceful";2
"grateful";5
"handsome";31
"heavy";41
"honest";24
"hopeful";2
"hopeless";25
"humble";26
"impatient";36
"independent";21
"indifferent";30
"kind";36
"loud";23
"mechanical";2
"melancholy";35
"natural";9
"open";33
"particular";8
"patient";16
"pleasant";4
"polite";3
"political";19
"practical";8
"proud";32
"quick";17
"quiet";10
"rapid";18
"reasonable";28
"reserved";40
"rough";16
"second";22
"sensible";38
"sentimental";22
"serene";26
"silent";37
"simple";34
"slow";9
"sober";13
"social";22
"stately";38
"statistical";2
"steady";36
"stern";33
"stiff";27
"strong";20
"submissive";28
"sufficient";16
"sure";10
"thoughtful";40
"tight";28
"true";20
"uncertain";40
"vague";12
"violent";7
"watchful";21
"wiser";5
"weak";6
