"terms";"clusters"
"affectionate";1
"bold";2
"busy";2
"calm";2
"certain";3
"cheerful";3
"close";1
"cold";1
"cruel";1
"curious";2
"delicate";2
"domestic";1
"earnest";1
"easy";1
"familiar";1
"free";1
"fresh";1
"friendly";1
"general";3
"genteel";2
"gentle";1
"gracious";2
"grateful";2
"grave";1
"handsome";1
"heavy";1
"honest";2
"kind";3
"mild";2
"natural";3
"neat";2
"open";3
"particular";3
"pleasant";3
"proud";1
"quick";2
"quiet";3
"rough";1
"sad";2
"second";3
"sensible";1
"serious";1
"silent";3
"simple";2
"slow";2
"soft";1
"stiff";2
"strong";3
"sudden";1
"sufficient";2
"sure";3
"sweet";3
"thankful";2
"thoughtful";2
"timid";2
"true";3
"unhappy";3
"vain";2
"weak";2
