"terms";"clusters"
"affectionate";1
"bitter";1
"brave";2
"busy";2
"calm";1
"careless";1
"certain";2
"cheerful";1
"christian";1
"close";2
"cold";2
"compassionate";1
"confidential";1
"cool";1
"cruel";2
"curious";2
"delicate";1
"determined";1
"direct";1
"eager";1
"earnest";1
"easy";2
"expressive";1
"faithful";1
"familiar";1
"fierce";1
"free";2
"fresh";2
"friendly";1
"general";2
"gentle";1
"gloomy";1
"gracious";1
"handsome";1
"heavy";2
"honest";2
"hopeless";1
"hurried";2
"kind";2
"lonely";1
"loud";2
"natural";2
"observant";1
"open";2
"original";1
"particular";2
"patriotic";1
"pleasant";1
"polite";1
"quick";2
"quiet";2
"restless";1
"rough";2
"rusty";1
"second";2
"shrewd";1
"silent";2
"slow";2
"soft";1
"solemn";1
"steady";1
"steep";1
"stiff";1
"straight";1
"strong";2
"submissive";1
"sudden";2
"sunny";1
"sure";2
"sweet";2
"swift";1
"thankful";1
"timid";1
"true";2
"unhappy";2
"violent";1
"watchful";1
"weak";1
