"terms";"clusters"
"affectionate";26
"awkward";2
"brisk";34
"busy";30
"capricious";4
"certain";17
"cheerful";10
"clean";29
"close";51
"cold";11
"confident";34
"conscientious";35
"constant";15
"conversational";7
"cool";28
"courageous";34
"cruel";46
"curious";11
"delicate";40
"earnest";43
"easy";18
"exact";47
"expressive";13
"familiar";38
"feminine";34
"fierce";19
"firm";33
"free";25
"fresh";20
"friendly";9
"general";14
"generous";41
"genteel";16
"gentle";28
"gloomy";1
"graceful";22
"gracious";2
"grateful";25
"grave";29
"handsome";43
"hasty";23
"heavy";37
"honest";38
"hopeless";34
"impatient";2
"just";4
"kind";36
"mild";42
"moderate";36
"modest";30
"musical";34
"natural";26
"neat";8
"noisy";44
"open";52
"orderly";34
"original";32
"particular";30
"passionate";6
"pleasant";24
"polite";21
"precise";49
"proud";9
"quick";5
"quiet";18
"rapid";38
"reasonable";16
"reflective";15
"respectful";35
"responsible";8
"restless";31
"romantic";3
"rough";42
"rusty";34
"scholastic";3
"scientific";12
"second";14
"sensible";6
"serene";47
"serious";21
"shy";4
"silent";48
"slow";53
"social";22
"soft";24
"solemn";45
"sorrowful";12
"stately";22
"steady";6
"stiff";7
"strong";37
"sudden";39
"sufficient";25
"sure";17
"sweet";48
"swift";27
"sympathetic";49
"true";52
"ugly";50
"uncertain";42
"unhappy";8
"violent";42
"weak";3
"wiser";36
"wise";35
"willing";21
