"" "--_aye::living" "--_aye::person" "--_margaret::two" "--_marianne::end" "--_marianne::first" "--_marianne::hand" "annamaria::hope" "annamaria::little" "annamaria::love" "annamaria::thought" "annamaria::work" "anne_steele::#-reflect" "anne_steele::amused" "anne_steele::can" "anne_steele::first" "anne_steele::little" "anne_steele::married" "anne_steele::mother" "anne_steele::name" "anne_steele::observe" "anne_steele::temper" "anne_steele::time" "anne_steele::trouble" "anne_steele::two" "anne::can" "anne::fear" "anne::name" "anne::talk" "anne::thought" "bartlett::fear" "bartlett::first" "bartlett::time" "bartlett::two" "barton::carriage" "barton::end" "barton::first" "barton::found" "barton::future" "barton::living" "barton::love" "barton::married" "barton::mother" "barton::natural" "barton::object" "barton::painful" "barton::roof" "barton::talk" "barton::two" "barton::wonder" "betty::can" "brandon::#-escape" "brandon::#-hope" "brandon::#-ready" "brandon::actually" "brandon::book" "brandon::calm" "brandon::can" "brandon::carriage" "brandon::cold" "brandon::comfortable" "brandon::daughter" "brandon::determined" "brandon::dogs" "brandon::error" "brandon::excite" "brandon::first" "brandon::found" "brandon::full" "brandon::hand" "brandon::hope" "brandon::little" "brandon::living" "brandon::love" "brandon::minor" "brandon::mother" "brandon::name" "brandon::natural" "brandon::object" "brandon::open" "brandon::person" "brandon::point" "brandon::present" "brandon::room" "brandon::school" "brandon::secret" "brandon::successful" "brandon::talk" "brandon::talking" "brandon::temper" "brandon::thought" "brandon::time" "brandon::trouble" "brandon::use" "brandon::week" "brandon::window" "brandon::wonder" "cartwright::bee" "cartwright::busy" "cartwright::little" "charlotte::mother" "colonel_brandon::account" "colonel_brandon::talk" "combe_magna::name" "combe::roof" "dashwood::#-attempt" "dashwood::account" "dashwood::animated" "dashwood::back" "dashwood::carriage" "dashwood::cold" "dashwood::comfortable" "dashwood::daughter" "dashwood::delightful" "dashwood::depend" "dashwood::determined" "dashwood::dinner" "dashwood::direction" "dashwood::distance" "dashwood::end" "dashwood::examine" "dashwood::excuse" "dashwood::experience" "dashwood::fancy" "dashwood::first" "dashwood::found" "dashwood::full" "dashwood::future" "dashwood::hand" "dashwood::hope" "dashwood::keen" "dashwood::known" "dashwood::large" "dashwood::lie" "dashwood::little" "dashwood::love" "dashwood::meeting" "dashwood::mother" "dashwood::name" "dashwood::object" "dashwood::open" "dashwood::painful" "dashwood::person" "dashwood::point" "dashwood::polite" "dashwood::present" "dashwood::prevent" "dashwood::private" "dashwood::ready" "dashwood::reply" "dashwood::room" "dashwood::round" "dashwood::sense" "dashwood::sigh" "dashwood::sign" "dashwood::story" "dashwood::talk" "dashwood::thought" "dashwood::time" "dashwood::trouble" "dashwood::two" "dashwood::waiting" "dashwood::week" "dashwood::wine" "dashwood::wonder" "dawlish::first" "dawlish::thought" "dawlish::trouble" "edward_ferrars::account" "edward_ferrars::attack" "edward_ferrars::known" "edward_ferrars::mother" "edward_ferrars::name" "edward_ferrars::natural" "edward_ferrars::person" "edward_ferrars::rest" "edward_ferrars::work" "edward::#-line" "edward::#-ready" "edward::account" "edward::anger" "edward::attack" "edward::attempt" "edward::back" "edward::can" "edward::carriage" "edward::charge" "edward::comfortable" "edward::daughter" "edward::deeply" "edward::determined" "edward::doubtful" "edward::earth" "edward::end" "edward::excite" "edward::experience" "edward::fear" "edward::finger" "edward::first" "edward::found" "edward::frame" "edward::fresh" "edward::future" "edward::hand" "edward::hope" "edward::hoped" "edward::idea" "edward::important" "edward::join" "edward::known" "edward::little" "edward::living" "edward::love" "edward::married" "edward::match" "edward::meeting" "edward::mother" "edward::name" "edward::natural" "edward::near" "edward::object" "edward::offend" "edward::open" "edward::painful" "edward::person" "edward::point" "edward::present" "edward::prevent" "edward::private" "edward::ready" "edward::relieved" "edward::reply" "edward::request" "edward::rest" "edward::room" "edward::round" "edward::secret" "edward::separate" "edward::steady" "edward::suggest" "edward::talk" "edward::thought" "edward::time" "edward::two" "edward::warm" "edward::week" "edward::wrong" "elinor_dashwood::attempt" "elinor_dashwood::can" "elinor_dashwood::first" "elinor_dashwood::found" "elinor_dashwood::known" "elinor_dashwood::married" "elinor_dashwood::money" "elinor_dashwood::near" "elinor_dashwood::reply" "elinor_dashwood::room" "elinor_dashwood::shelter" "elinor_dashwood::time" "elinor::#-attempt" "elinor::#-continue" "elinor::#-determined" "elinor::#-escape" "elinor::#-known" "elinor::#-married" "elinor::#-match" "elinor::#-object" "elinor::#-present" "elinor::#-prevent" "elinor::#-sense" "elinor::#-talk" "elinor::#-thought" "elinor::#-use" "elinor::#-wonder" "elinor::account" "elinor::actually" "elinor::anger" "elinor::animated" "elinor::attack" "elinor::attempt" "elinor::back" "elinor::book" "elinor::can" "elinor::carriage" "elinor::charge" "elinor::chief" "elinor::cold" "elinor::collect" "elinor::comfortable" "elinor::copy" "elinor::daughter" "elinor::delightful" "elinor::determined" "elinor::dinner" "elinor::direction" "elinor::doubtful" "elinor::driving" "elinor::end" "elinor::error" "elinor::escape" "elinor::excite" "elinor::exciting" "elinor::excuse" "elinor::experience" "elinor::fancy" "elinor::first" "elinor::found" "elinor::frame" "elinor::fresh" "elinor::full" "elinor::future" "elinor::gold" "elinor::guess" "elinor::hand" "elinor::history" "elinor::hope" "elinor::hoped" "elinor::idea" "elinor::important" "elinor::join" "elinor::known" "elinor::large" "elinor::letters" "elinor::lie" "elinor::little" "elinor::living" "elinor::lock" "elinor::love" "elinor::married" "elinor::match" "elinor::meeting" "elinor::mother" "elinor::name" "elinor::natural" "elinor::near" "elinor::object" "elinor::offend" "elinor::open" "elinor::painful" "elinor::person" "elinor::point" "elinor::polite" "elinor::present" "elinor::prevent" "elinor::private" "elinor::public" "elinor::ready" "elinor::reply" "elinor::request" "elinor::rest" "elinor::room" "elinor::secret" "elinor::sense" "elinor::separate" "elinor::spare" "elinor::successful" "elinor::talk" "elinor::temper" "elinor::thought" "elinor::time" "elinor::two" "elinor::use" "elinor::vast" "elinor::waiting" "elinor::warm" "elinor::week" "elinor::window" "elinor::wonder" "elinor::work" "elinor::wrong" "eliza_brandon::charge" "eliza_brandon::error" "eliza_brandon::first" "eliza_brandon::present" "eliza_brandon::school" "eliza_brandon::time" "eliza_williams::advise" "eliza_williams::can" "ellison::married" "ellison::name" "fanny::#-thought" "fanny::account" "fanny::can" "fanny::determined" "fanny::dinner" "fanny::end" "fanny::fear" "fanny::line" "fanny::little" "fanny::money" "fanny::mother" "fanny::name" "fanny::wonder" "ferrars::#-line" "ferrars::#-thought" "ferrars::account" "ferrars::amused" "ferrars::anger" "ferrars::back" "ferrars::bitter" "ferrars::can" "ferrars::daughter" "ferrars::earth" "ferrars::end" "ferrars::experience" "ferrars::fear" "ferrars::first" "ferrars::found" "ferrars::future" "ferrars::guess" "ferrars::idea" "ferrars::known" "ferrars::line" "ferrars::married" "ferrars::mother" "ferrars::name" "ferrars::near" "ferrars::open" "ferrars::person" "ferrars::point" "ferrars::present" "ferrars::prevent" "ferrars::private" "ferrars::rest" "ferrars::scrape" "ferrars::secret" "ferrars::sigh" "ferrars::time" "gray::can" "gray::collect" "gray::end" "gray::future" "gray::married" "gray::street" "gray::vast" "grey::can" "grey::carriage" "grey::married" "grey::ready" "hamlet::name" "hamlet::painful" "harris::first" "harris::found" "harris::mother" "harry::known" "harry::little" "jennings::#-continue" "jennings::#-escape" "jennings::#-married" "jennings::#-match" "jennings::#-prevent" "jennings::#-sense" "jennings::#-stage" "jennings::account" "jennings::actually" "jennings::amused" "jennings::can" "jennings::carriage" "jennings::charge" "jennings::chief" "jennings::command" "jennings::copy" "jennings::daughter" "jennings::delightful" "jennings::determined" "jennings::end" "jennings::escape" "jennings::fancy" "jennings::fear" "jennings::first" "jennings::found" "jennings::fresh" "jennings::full" "jennings::future" "jennings::history" "jennings::hope" "jennings::idea" "jennings::important" "jennings::little" "jennings::living" "jennings::meeting" "jennings::mother" "jennings::name" "jennings::near" "jennings::object" "jennings::observe" "jennings::painful" "jennings::person" "jennings::present" "jennings::prevent" "jennings::public" "jennings::ready" "jennings::rest" "jennings::room" "jennings::round" "jennings::secret" "jennings::successful" "jennings::talk" "jennings::time" "jennings::two" "jennings::use" "jennings::warm" "jennings::window" "john_dashwood::carriage" "john_dashwood::determined" "john_dashwood::dinner" "john_dashwood::end" "john_dashwood::known" "john_dashwood::little" "john_dashwood::match" "john_dashwood::name" "john_dashwood::object" "john_dashwood::open" "john_dashwood::present" "john_dashwood::prevent" "john_dashwood::rest" "john_dashwood::time" "john_i::little" "john_middleton::first" "john_middleton::living" "john_smith::idea" "john_smith::living" "john::#-attempt" "john::#-end" "john::#-object" "john::account" "john::animated" "john::back" "john::can" "john::cold" "john::collect" "john::determined" "john::dinner" "john::earth" "john::examine" "john::excite" "john::fancy" "john::fear" "john::first" "john::full" "john::future" "john::hand" "john::juvenile" "john::large" "john::little" "john::married" "john::mother" "john::name" "john::object" "john::painful" "john::point" "john::present" "john::private" "john::ready" "john::rest" "john::temper" "john::thought" "john::time" "john::two" "john::week" "lady_middleton::account" "lady_middleton::bow" "lady_middleton::can" "lady_middleton::cold" "lady_middleton::command" "lady_middleton::depend" "lady_middleton::determined" "lady_middleton::elegant" "lady_middleton::exciting" "lady_middleton::fear" "lady_middleton::hope" "lady_middleton::known" "lady_middleton::little" "lady_middleton::love" "lady_middleton::mother" "lady_middleton::order" "lady_middleton::polite" "lady_middleton::rest" "lady_middleton::room" "lady_middleton::sense" "lady_middleton::temper" "lady_middleton::thought" "lady_middleton::time" "lady_middleton::trouble" "lady_middleton::two" "lady_middleton::waiting" "lady_middleton::work" "lucy_ferrars::first" "lucy_ferrars::thought" "lucy_steele::#-reflect" "lucy_steele::animated" "lucy_steele::mother" "lucy_steele::temper" "lucy_steele::time" "lucy_steele::trouble" "lucy::#-idea" "lucy::account" "lucy::amused" "lucy::attempt" "lucy::can" "lucy::charge" "lucy::comfortable" "lucy::daughter" "lucy::determined" "lucy::end" "lucy::fancy" "lucy::fear" "lucy::first" "lucy::frame" "lucy::fresh" "lucy::future" "lucy::hope" "lucy::important" "lucy::join" "lucy::little" "lucy::love" "lucy::match" "lucy::meeting" "lucy::mother" "lucy::near" "lucy::point" "lucy::present" "lucy::request" "lucy::room" "lucy::round" "lucy::thought" "lucy::time" "lucy::two" "margaret::animated" "margaret::can" "margaret::cold" "margaret::first" "margaret::important" "margaret::large" "margaret::meeting" "margaret::mother" "margaret::person" "margaret::present" "margaret::red" "margaret::sense" "margaret::sky" "margaret::thought" "margaret::time" "margaret::two" "margaret::use" "margaret::window" "margaret::wrong" "marianne_dashwood::hand" "marianne_dashwood::name" "marianne_dashwood::present" "marianne::#-attempt" "marianne::#-continue" "marianne::#-excuse" "marianne::#-hope" "marianne::#-reflect" "marianne::#-sense" "marianne::#-thought" "marianne::#-use" "marianne::#-wonder" "marianne::absurd" "marianne::account" "marianne::actually" "marianne::admit" "marianne::animated" "marianne::back" "marianne::book" "marianne::can" "marianne::carriage" "marianne::cold" "marianne::command" "marianne::daughter" "marianne::determined" "marianne::dinner" "marianne::dogs" "marianne::end" "marianne::error" "marianne::examine" "marianne::excite" "marianne::fancy" "marianne::fear" "marianne::first" "marianne::found" "marianne::frame" "marianne::full" "marianne::future" "marianne::hand" "marianne::hope" "marianne::horse" "marianne::idea" "marianne::important" "marianne::join" "marianne::known" "marianne::laugh" "marianne::letters" "marianne::lie" "marianne::little" "marianne::lock" "marianne::love" "marianne::lovely" "marianne::meeting" "marianne::mother" "marianne::name" "marianne::natural" "marianne::near" "marianne::painful" "marianne::person" "marianne::present" "marianne::ready" "marianne::rest" "marianne::room" "marianne::round" "marianne::shelter" "marianne::sky" "marianne::spare" "marianne::talk" "marianne::thought" "marianne::time" "marianne::two" "marianne::use" "marianne::waiting" "marianne::warm" "marianne::window" "mary_brown::idea" "middleton::cold" "middleton::dinner" "middleton::little" "miss_steele::married" "mizz_dashwood::future" "mizz_dashwood::present" "mizz_dashwood::ready" "morton::condition" "morton::daughter" "morton::experience" "morton::first" "morton::found" "morton::match" "morton::prevent" "nancy::fear" "nancy::hope" "palmer::account" "palmer::bow" "palmer::can" "palmer::end" "palmer::fear" "palmer::first" "palmer::found" "palmer::idea" "palmer::meeting" "palmer::mother" "palmer::point" "palmer::present" "palmer::ready" "palmer::room" "palmer::thought" "pratt::mother" "richard::near" "richardson::little" "robert_ferrars::determined" "robert::anger" "robert::beg" "robert::first" "robert::future" "robert::grieving" "robert::little" "robert::living" "robert::present" "shakespeare::name" "shakespeare::painful" "smith::can" "smith::fear" "smith::rest" "sophia::hand" "steele::dress" "steele::full" "steele::name" "taylor::married" "thomas::mother" "thomas::time" "whitwell::time" "whitwell::two" "williams::open" "willoughby_marianne::talk" "willoughby::#-hope" "willoughby::account" "willoughby::admit" "willoughby::advise" "willoughby::animated" "willoughby::back" "willoughby::chief" "willoughby::daughter" "willoughby::determined" "willoughby::dinner" "willoughby::end" "willoughby::error" "willoughby::fear" "willoughby::first" "willoughby::full" "willoughby::future" "willoughby::hand" "willoughby::hope" "willoughby::horse" "willoughby::important" "willoughby::little" "willoughby::lock" "willoughby::mother" "willoughby::name" "willoughby::person" "willoughby::point" "willoughby::present" "willoughby::thought" "willoughby::time" "willoughby::two" "willoughbys::first" "--_marianne::time" "lucy::work" "lucy_steele::observe" "lucy_steele::amused" "lucy_steele::can" "lucy_steele::first" "lucy_steele::little" "lucy_steele::married" "lucy_steele::name" "palmer::temper" "pratt::time" "lucy::trouble" "lucy_steele::two" "elinor_dashwood::talk" "anne::person" "ferrars::thought" "bartlett::present" "robert::two" "palmer::carriage" "margaret::future" "marianne::living" "marianne_dashwood::love" "dashwood::natural" "lucy::object" "barton::window" "elinor::roof" "brandon::two" "palmer::two" "betty::hope" "jennings::thought" "willoughby::actually" "jennings::calm" "brandon::modern" "marianne::secret" "brandon::near" "elinor::trouble" "jennings::minor" "brandon::relieved" "morton::name" "marianne::object" "willoughby::object" "marianne::point" "john_dashwood::room" "willoughby::room" "john::school" "willoughby::successful" "palmer::talk" "willoughby_marianne::talking" "marianne::temper" "jennings::wonder" "cartwright::time" "combe_magna::near" "john::sense" "lady_middleton::back" "willoughby::meeting" "morton::private" "willoughby::story" "lady_middleton::person" "robert_ferrars::name" "margaret::dinner" "marianne::direction" "ferrars::hope" "lady_middleton::examine" "john::excuse" "john_middleton::future" "lady_middleton::first" "dashwood::move" "marianne::large" "edward::lie" "willoughby::painful" "lady_middleton::ready" "marianne::reply" "john::room" "marianne::sense" "steele::round" "john_dashwood::sigh" "elinor::sign" "elinor::wine" "lucy_ferrars::trouble" "edward_ferrars::mothers" "john_dashwood::person" "edward_ferrars::open" "robert::idea" "marianne::prevent" "marianne::deeply" "ferrars::determined" "lucy::doubtful" "lucy::earth" "willoughby::week" "elinor::fear" "marianne::suggest" "lucy::found" "michaelmas::found" "marianne::request" "edward::sense" "mizz_dashwood::time" "marianne::hoped" "mary_brown::living" "lucy::secret" "lucy::prevent" "lucy::known" "robert::ready" "lucy::married" "john_dashwood::separate" "lucy::natural" "pratt::near" "richard::point" "marianne::offend" "ferrars::reply" "lucy::painful" "john_dashwood::point" "lucy::relieved" "edward::temper" "richardson::room" "ferrars::steady" "robert::talk" "ferrars::wrong" "elinor_dashwood::mother" "steele::first" "palmer::known" "willoughby::reply" "marianne::#-escape" "willoughby::#-known" "jennings::week" "elinor::horse" "marianne::#-present" "marianne::#-prevent" "william::#-thought" "palmer::actually" "marianne_of_the_anne_steele::animated" "willoughby::attack" "elinor::gentle" "marianne::charge" "john::found" "palmer::time" "marianne::excuse" "elinor::observe" "willoughbys::married" "willoughby::found" "willoughby::letters" "marianne::gold" "palmer::hand" "jennings::known" "willoughby::known" "john::letters" "palmer::little" "richardson::time" "willoughby::wrong" "palmer::love" "willoughby::love" "jennings::married" "fanny::meeting" "marianne::public" "gray::mother" "steele::mother" "thomas::use" "willoughby::waiting" "margaret::name" "willoughby::near" "jennings::offend" "willoughby::open" "marianne::polite" "marianne::private" "jennings::reply" "robert_ferrars::reply" "palmer::rest" "lucy::talk" "steele::talk" "john_dashwood::week" "robert::time" "ferrars::two" "lucy_steele::use" "jennings::vast" "marianne::vast" "willoughby::window" "lucy::wonder" "lucy_steele::work" "willoughby::work" "eliza_brandon::two" "eliza_brandon::sense" "eliza_williams::wonder" "walker::married" "grey::name" "lady_middleton::dinner" "fanny::thought" "fanny::two" "ferrars::wonder" "ferrars::talk" "morton::bitter" "ferrars::money" "marianne_dashwood::can" "nancy::secret" "robert::scrape" "thomas::married" "thomas::name" "harry::rest" "marianne::collect" "jennings::street" "taylor::can" "willoughby::carriage" "taylor::ready" "harris::order" "harry::money" "steele::#-stage" "lucy_steele::account" "lucy::observe" "jennings::elegant" "jennings::point" "jennings::natural" "palmer::warm" "john::near" "lady_middleton::open" "john_middleton::point" "john::scale" "marianne::#-object" "john::winter" "palmer::earth" "steele::ready" "lady_middleton::large" "middleton::thought" "john::match" "lady_middleton::week" "lucy::waiting" "palmer::elegant" "lady_middleton::public" "marianne::order" "palmer::sense" "lucy_steele::object" "miss_dashwood::charge" "lucy::sigh" "lucy::suspect" "robert::mother" "nancy::match" "steele::thought" "marianne::red" "marianne::wrong" "marianne_dashwood::two" "willoughby::#-excuse" "marianne::week" "willoughby::can" "marianne::open" "marianne::wine" "willoughby::laugh" "willoughby::natural" "willoughby::rest" "marianne::wander" "willoughby::warm" "middleton::first" "middleton::end" "morton::two" "morton::mother" "palmer::round" "westminster::mother" "robert::can" "smith::time" "smith::suspect" "willoughby::safe"
"--_aye::living" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"--_aye::person" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
