"" "alicia::month" "anne_elliot::deserted" "anne_elliot::excite" "anne_elliot::found" "anne_elliot::idea" "anne_elliot::love" "anne_elliot::mere" "anne_elliot::thought" "anne_elliot::time" "anne_elliot::window" "anne::#-animated" "anne::#-large" "anne::#-love" "anne::#-present" "anne::#-reply" "anne::#-time" "anne::account" "anne::actually" "anne::amused" "anne::back" "anne::broad" "anne::calm" "anne::can" "anne::cold" "anne::collect" "anne::comfortable" "anne::command" "anne::compare" "anne::curious" "anne::daughter" "anne::deeply" "anne::deserted" "anne::determined" "anne::dinner" "anne::direction" "anne::distance" "anne::dogs" "anne::doubtful" "anne::dress" "anne::elegant" "anne::end" "anne::escape" "anne::excite" "anne::excuse" "anne::experience" "anne::fancy" "anne::fearless" "anne::first" "anne::found" "anne::full" "anne::future" "anne::gentle" "anne::glow" "anne::hand" "anne::history" "anne::hope" "anne::idea" "anne::important" "anne::known" "anne::letters" "anne::little" "anne::living" "anne::love" "anne::lovely" "anne::married" "anne::match" "anne::meeting" "anne::mere" "anne::modern" "anne::mother" "anne::name" "anne::natural" "anne::near" "anne::object" "anne::observe" "anne::open" "anne::painful" "anne::person" "anne::point" "anne::polite" "anne::present" "anne::prevent" "anne::private" "anne::ready" "anne::relieved" "anne::reply" "anne::room" "anne::sad" "anne::safe" "anne::school" "anne::secret" "anne::sense" "anne::spare" "anne::stage" "anne::station" "anne::steady" "anne::stir" "anne::street" "anne::suggest" "anne::suspect" "anne::switch" "anne::talk" "anne::temper" "anne::thought" "anne::time" "anne::touch" "anne::trouble" "anne::two" "anne::use" "anne::waiting" "anne::wall" "anne::warm" "anne::window" "anne::wonder" "basil_morley::name" "benwick::can" "benwick::deeply" "benwick::idea" "benwick::known" "benwick::large" "benwick::little" "benwick::living" "benwick::love" "benwick::married" "benwick::person" "benwick::room" "benwick::story" "benwick::time" "benwick::toys" "benwick::two" "benwick::wall" "benwick::week" "byron::love" "byron::time" "byron::two" "carteret::daughter" "carteret::end" "carteret::little" "charles_hayter::#-match" "charles_hayter::account" "charles_hayter::balance" "charles_hayter::can" "charles_hayter::daughter" "charles_hayter::first" "charles_hayter::found" "charles_hayter::little" "charles_hayter::married" "charles_hayter::match" "charles_hayter::object" "charles_hayter::room" "charles_hayter::sense" "charles_hayter::two" "charles_hayter::warm" "charles_hayter::wonder" "charles_musgrove::account" "charles_musgrove::first" "charles_musgrove::join" "charles_musgrove::little" "charles_musgrove::month" "charles_musgrove::ready" "charles_musgrove::room" "charles_musgrove::time" "charles::#-comfortable" "charles::#-large" "charles::#-present" "charles::#-stir" "charles::#-thought" "charles::#-use" "charles::account" "charles::animated" "charles::back" "charles::can" "charles::comfortable" "charles::delightful" "charles::deserted" "charles::determined" "charles::dinner" "charles::dogs" "charles::dress" "charles::end" "charles::excuse" "charles::first" "charles::found" "charles::full" "charles::guard" "charles::history" "charles::hope" "charles::idea" "charles::little" "charles::living" "charles::month" "charles::mother" "charles::near" "charles::person" "charles::point" "charles::ready" "charles::room" "charles::school" "charles::secret" "charles::street" "charles::suggest" "charles::temper" "charles::thought" "charles::time" "charles::trouble" "charles::two" "charles::waiting" "charles::wall" "charles::waste" "charles::week" "charles::wonder" "clay::back" "clay::carriage" "clay::found" "clay::suspect" "clay::time" "clay::two" "clay::use" "clay::waiting" "clifton::actually" "clifton::back" "clifton::found" "clifton::meeting" "clifton::name" "croft::can" "croft::cold" "croft::experience" "croft::first" "croft::idea" "croft::known" "croft::little" "croft::meeting" "croft::mere" "croft::perpetual" "croft::present" "croft::secret" "croft::thought" "croft::time" "croft::touch" "croft::window" "croft::work" "dalrymple::carriage" "dalrymple::daughter" "dalrymple::room" "dalrymple::two" "dear_smith::back" "dick_musgrove::living" "dick_musgrove::name" "dick_musgrove::near" "dick_musgrove::waiting" "dick::two" "dick::warm" "edward::present" "elizabeth_elliot::object" "elizabeth_elliot::open" "elizabeth_elliot::rest" "elizabeth_elliot::thought" "elizabeth::#-thought" "elizabeth::admit" "elizabeth::back" "elizabeth::bow" "elizabeth::broad" "elizabeth::cold" "elizabeth::daughter" "elizabeth::dinner" "elizabeth::distance" "elizabeth::elegant" "elizabeth::end" "elizabeth::excite" "elizabeth::excuse" "elizabeth::experience" "elizabeth::first" "elizabeth::found" "elizabeth::gentle" "elizabeth::guess" "elizabeth::history" "elizabeth::hope" "elizabeth::idea" "elizabeth::important" "elizabeth::large" "elizabeth::little" "elizabeth::love" "elizabeth::married" "elizabeth::mere" "elizabeth::mother" "elizabeth::object" "elizabeth::open" "elizabeth::painful" "elizabeth::plants" "elizabeth::point" "elizabeth::present" "elizabeth::private" "elizabeth::public" "elizabeth::reply" "elizabeth::rest" "elizabeth::room" "elizabeth::thought" "elizabeth::time" "elizabeth::two" "elizabeth::winter" "elizabeth::wrong" "elliot::#-talk" "elliot::#-time" "elliot::#-trouble" "elliot::account" "elliot::back" "elliot::can" "elliot::carriage" "elliot::cold" "elliot::collect" "elliot::command" "elliot::compare" "elliot::determined" "elliot::elegant" "elliot::end" "elliot::first" "elliot::found" "elliot::full" "elliot::guard" "elliot::hand" "elliot::hope" "elliot::idea" "elliot::known" "elliot::little" "elliot::living" "elliot::love" "elliot::lovely" "elliot::meeting" "elliot::money" "elliot::mother" "elliot::name" "elliot::object" "elliot::polite" "elliot::prevent" "elliot::request" "elliot::rest" "elliot::room" "elliot::safe" "elliot::secret" "elliot::stir" "elliot::story" "elliot::suspect" "elliot::thought" "elliot::time" "elliot::two" "emma::carriage" "fanny_harville::deeply" "frederick_wentworth::#-living" "frederick_wentworth::cure" "frederick_wentworth::found" "frederick_wentworth::natural" "frederick::little" "frederick::present" "frederick::thought" "frederick::week" "giaour::letters" "gowland::continue" "harville::account" "harville::back" "harville::balance" "harville::carriage" "harville::comfortable" "harville::daughter" "harville::deserted" "harville::determined" "harville::dinner" "harville::first" "harville::found" "harville::hope" "harville::known" "harville::large" "harville::little" "harville::love" "harville::mother" "harville::near" "harville::object" "harville::ready" "harville::room" "harville::sense" "harville::thought" "harville::time" "harville::two" "harville::warm" "harvilles::living" "hayter::sad" "hayter::thought" "henrietta::#-comfortable" "henrietta::#-large" "henrietta::#-stir" "henrietta::account" "henrietta::amused" "henrietta::back" "henrietta::bow" "henrietta::can" "henrietta::comfortable" "henrietta::delightful" "henrietta::dinner" "henrietta::direction" "henrietta::dress" "henrietta::end" "henrietta::excuse" "henrietta::first" "henrietta::found" "henrietta::full" "henrietta::gentle" "henrietta::hope" "henrietta::horse" "henrietta::idea" "henrietta::little" "henrietta::living" "henrietta::love" "henrietta::married" "henrietta::match" "henrietta::mother" "henrietta::open" "henrietta::painful" "henrietta::ready" "henrietta::relieved" "henrietta::rest" "henrietta::room" "henrietta::school" "henrietta::suggest" "henrietta::thought" "henrietta::time" "henrietta::two" "henrietta::use" "henrietta::waste" "henrietta::window" "henry::carriage" "james_stevenson::daughter" "james_stevenson::married" "jemima::can" "kellynch_hall::first" "kellynch_hall::hope" "kellynch_hall::time" "kellynch::account" "kellynch::back" "kellynch::busy" "kellynch::elegant" "kellynch::escape" "kellynch::first" "kellynch::full" "kellynch::idea" "kellynch::modern" "kellynch::mother" "kellynch::object" "lady_dalrymple::excuse" "lady_dalrymple::station" "lady_dalrymple::two" "lady_elliot::can" "lady_elliot::fancy" "lady_elliot::future" "lady_russell::account" "lady_russell::actually" "lady_russell::admit" "lady_russell::advise" "lady_russell::black" "lady_russell::book" "lady_russell::can" "lady_russell::compare" "lady_russell::daughter" "lady_russell::distance" "lady_russell::elegant" "lady_russell::end" "lady_russell::first" "lady_russell::found" "lady_russell::full" "lady_russell::gentle" "lady_russell::hand" "lady_russell::hope" "lady_russell::idea" "lady_russell::important" "lady_russell::known" "lady_russell::meetings" "lady_russell::name" "lady_russell::natural" "lady_russell::near" "lady_russell::object" "lady_russell::plants" "lady_russell::point" "lady_russell::prevent" "lady_russell::steady" "lady_russell::thought" "lady_russell::time" "lady_russell::touch" "lady_russell::two" "lady_russell::window" "lady_russell::winter" "lady_russell::wrong" "louisa_musgrove::known" "louisa::#-bruise" "louisa::#-comfortable" "louisa::#-large" "louisa::#-love" "louisa::#-thought" "louisa::amused" "louisa::back" "louisa::can" "louisa::carriage" "louisa::comfortable" "louisa::delightful" "louisa::deserted" "louisa::determined" "louisa::dinner" "louisa::dress" "louisa::end" "louisa::experience" "louisa::first" "louisa::found" "louisa::full" "louisa::hope" "louisa::horse" "louisa::idea" "louisa::known" "louisa::little" "louisa::living" "louisa::love" "louisa::mother" "louisa::name" "louisa::near" "louisa::painful" "louisa::person" "louisa::present" "louisa::prevent" "louisa::ready" "louisa::relieved" "louisa::room" "louisa::steep" "louisa::street" "louisa::thought" "louisa::time" "louisa::two" "louisa::waiting" "louisa::wall" "louisa::waste" "louisa::window" "mary::#-belong" "mary::#-comfortable" "mary::#-large" "mary::#-use" "mary::#-wonder" "mary::account" "mary::actually" "mary::back" "mary::book" "mary::bow" "mary::can" "mary::carriage" "mary::comfortable" "mary::compare" "mary::daughter" "mary::depend" "mary::dinner" "mary::dogs" "mary::first" "mary::found" "mary::full" "mary::hand" "mary::history" "mary::hope" "mary::idea" "mary::large" "mary::little" "mary::married" "mary::meeting" "mary::money" "mary::month" "mary::mother" "mary::near" "mary::painful" "mary::point" "mary::polite" "mary::present" "mary::prevent" "mary::red" "mary::rest" "mary::room" "mary::school" "mary::secret" "mary::station" "mary::suggest" "mary::thought" "mary::time" "mary::two" "mary::waste" "mr_shepherd::advise" "mr_shepherd::daughter" "mr_smith::account" "mr_smith::temper" "mrs_charles_musgrove::little" "mrs_charles_musgrove::room" "mrs_clay::cold" "mrs_clay::daughter" "mrs_clay::determined" "mrs_clay::excite" "mrs_clay::excuse" "mrs_clay::idea" "mrs_clay::important" "mrs_clay::known" "mrs_clay::little" "mrs_clay::object" "mrs_clay::present" "mrs_clay::room" "mrs_clay::sense" "mrs_clay::station" "mrs_clay::thought" "mrs_clay::two" "mrs_clay::wrong" "mrs_croft::back" "mrs_croft::can" "mrs_croft::deserted" "mrs_croft::determined" "mrs_croft::escape" "mrs_croft::first" "mrs_croft::found" "mrs_croft::history" "mrs_croft::hope" "mrs_croft::idea" "mrs_croft::little" "mrs_croft::mere" "mrs_croft::name" "mrs_croft::present" "mrs_croft::ready" "mrs_croft::school" "mrs_croft::secret" "mrs_croft::time" "mrs_croft::touch" "mrs_croft::work" "mrs_harville::account" "mrs_harville::back" "mrs_harville::balance" "mrs_harville::daughter" "mrs_harville::deserted" "mrs_harville::dinner" "mrs_harville::first" "mrs_harville::found" "mrs_harville::known" "mrs_harville::little" "mrs_harville::near" "mrs_harville::object" "mrs_harville::room" "mrs_harville::school" "mrs_harville::sense" "mrs_harville::two" "mrs_hayter::sad" "mrs_musgrove::#-comfortable" "mrs_musgrove::#-large" "mrs_musgrove::#-present" "mrs_musgrove::back" "mrs_musgrove::balance" "mrs_musgrove::can" "mrs_musgrove::carriage" "mrs_musgrove::daughter" "mrs_musgrove::dinner" "mrs_musgrove::elegant" "mrs_musgrove::found" "mrs_musgrove::full" "mrs_musgrove::future" "mrs_musgrove::history" "mrs_musgrove::hope" "mrs_musgrove::large" "mrs_musgrove::little" "mrs_musgrove::match" "mrs_musgrove::natural" "mrs_musgrove::near" "mrs_musgrove::school" "mrs_musgrove::thought" "mrs_musgrove::time" "mrs_musgrove::two" "mrs_musgrove::warm" "mrs_musgrove::waste" "mrs_musgrove::wrong" "mrs_rooke::present" "mrs_smith::#-reply" "mrs_smith::#-trouble" "mrs_smith::#-use" "mrs_smith::can" "mrs_smith::direction" "mrs_smith::first" "mrs_smith::full" "mrs_smith::present" "mrs_wallis::thought" "musgrove::#-comfortable" "musgrove::#-present" "musgrove::absurd" "musgrove::amused" "musgrove::back" "musgrove::cure" "musgrove::dinner" "musgrove::dogs" "musgrove::dress" "musgrove::first" "musgrove::found" "musgrove::future" "musgrove::history" "musgrove::hope" "musgrove::horse" "musgrove::little" "musgrove::natural" "musgrove::near" "musgrove::roof" "musgrove::room" "musgrove::time" "musgrove::two" "penelope::can" "richard::living" "robinson::dinner" "robinson::hope" "robinson::mother" "robinson::thought" "robinson::two" "russell::#-thought" "russell::experience" "russell::first" "russell::hand" "russell::imperfect" "russell::object" "russell::point" "russell::public" "russell::steady" "scott::time" "shepherd::can" "shepherd::daughter" "shepherd::first" "shepherd::idea" "shepherd::observe" "shepherd::secret" "shepherd::time" "sophy::hand" "thornberry::can" "trent::can" "viscountess_dalrymple::back" "viscountess_dalrymple::daughter" "wallis::end" "wallis::known" "wallis::living" "wallis::request" "wallis::two" "walter_elliot::belong" "walter_elliot::daughter" "walter_elliot::idea" "walter_elliot::living" "walter_elliot::secret" "walter::#-thought" "walter::admit" "walter::back" "walter::can" "walter::direction" "walter::distance" "walter::doubtful" "walter::elegant" "walter::first" "walter::hope" "walter::idea" "walter::important" "walter::letters" "walter::little" "walter::living" "walter::name" "walter::point" "walter::present" "walter::public" "walter::red" "walter::request" "walter::rest" "walter::station" "wentworth::#-living" "wentworth::#-love" "wentworth::#-present" "wentworth::account" "wentworth::amused" "wentworth::back" "wentworth::bow" "wentworth::calm" "wentworth::carriage" "wentworth::comfortable" "wentworth::daughter" "wentworth::deserted" "wentworth::determined" "wentworth::dinner" "wentworth::direction" "wentworth::distance" "wentworth::doubtful" "wentworth::dress" "wentworth::end" "wentworth::first" "wentworth::found" "wentworth::full" "wentworth::guess" "wentworth::hand" "wentworth::hope" "wentworth::idea" "wentworth::join" "wentworth::little" "wentworth::meeting" "wentworth::mother" "wentworth::move" "wentworth::near" "wentworth::present" "wentworth::room" "wentworth::sad" "wentworth::street" "wentworth::suggest" "wentworth::thought" "wentworth::two" "william::doubtful" "winthrop::fresh" "winthrop::full" "winthrop::large" "winthrop::near" "mrs_musgrove::month" "anne_elliot::room" "anne_elliot::temper" "anne_elliot::little" "mrs_smith::mere" "mrs_musgrove::window" "wentworth::time" "elliot::#-animated" "anne::payment" "wentworth::experience" "mrs_clay::#-reply" "mrs_smith::#-time" "wentworth::actually" "charles_musgrove::back" "viscountess_dalrymple::broad" "wentworth::name" "mrs_clay::polite" "lady_russell::collect" "mary::command" "walter::compare" "harville::curious" "walter_elliot::married" "walter::daughter" "charles_musgrove::deeply" "mrs_croft::painful" "louisa::direction" "wentworth::point" "wentworth::dogs" "louisa::use" "lady_russell::modern" "walter::private" "anne::ended" "wallis::little" "lady_russell::escape" "walter::excuse" "russell::open" "lady_russell::fancy" "anne::scientific" "anne::winter" "elliot::ready" "mrs_musgrove::first" "russell::stage" "charles::talk" "mrs_clay::found" "mrs_croft::natural" "sarah::found" "walter::found" "mrs_smith::important" "wentworth::future" "charles_musgrove::glow" "mrs_smith::glow" "lady_russell::history" "walter::history" "elliot::use" "lady_russell::present" "russell::known" "lady_russell::little" "mrs_croft::two" "mrs_musgrove::relieved" "mrs_smith::little" "shepherd::little" "wentworth::person" "lady_russell::living" "mary::love" "wentworth::love" "elliot::steady" "charles::married" "wentworth::married" "musgrove::match" "walter::match" "frederick::meeting" "elliot::mere" "louisa::suggest" "wentworth::natural" "mrs_smith::near" "elizabeth::observe" "louisa::open" "mary::person" "elliot::point" "elliot::present" "walter::two" "mrs_clay::prevent" "mary::ready" "mary::reply" "miss_elliot::reply" "walter::room" "wentworth::safe" "mrs_musgrove::spare" "wentworth::station" "mary::stir" "wentworth::waiting" "mrs_croft::suspect" "mary::switch" "lady_russell::temper" "mary::temper" "benwick::thought" "mrs_croft::window" "mrs_harville::trouble" "charles_musgrove::two" "hamilton::two" "lady_russell::use" "wentworth::wall" "elliot::warm" "lady_russell::warm" "mary::window" "wentworth::wonder" "basil_morley::near" "wentworth::deeply" "benwick::suggest" "wentworth::known" "harville::toys" "harvilles::story" "louisa_musgrove::room" "scott::two" "kellynch::week" "scott::love" "louisa_musgrove::#-match" "louisa::account" "wentworth::can" "winthrop::match" "shirley::object" "mrs_musgrove::sense" "wentworth::warm" "walter::month" "wentworth::#-comfortable" "musgrove::#-large" "mary::#-stir" "wentworth::#-thought" "mary::determined" "charles::driving" "charles::boy" "louisa::school" "mary::delightful" "musgrove::guard" "mary::excuse" "musgrove::full" "charles::stir" "mrs_harville::mother" "musgrove::point" "musgrove::waste" "elliot::waiting" "walter::cold" "walter::experience" "walter::secret" "walter::known" "mrs_croft::meeting" "walter::mere" "russell::present" "mrs_croft::thought" "croft::winter" "shepherd::work" "wallis::room" "tunbridge_wells::back" "richard::name" "musgrove::warm" "walter::open" "elizabeth::book" "walter_of_kellynch::dinner" "walter::winter" "elliot::public" "walter_elliot::first" "lady_russell::painful" "walter_elliot::hope" "walter::wrong" "lady_russell::love" "mary::object" "mackenzie::plants" "laura_place::present" "mrs_clay::time" "mrs_croft::#-talk" "mrs_smith::safe" "elliot::attempt" "wallis::can" "mrs_smith::determined" "kellynch::name" "shirley::first" "mrs_wallis::idea" "henry_russell::known" "wallis::story" "lady_dalrymple::little" "wallis::love" "walter::money" "mrs_smith::object" "wallis::object" "mrs_clay::rest" "mrs_smith::story" "russell::thought" "frederick_wentworth::time" "kellynch::little" "louisa::week" "marmion::letters" "gowland::use" "mrs_musgrove::account" "wentworth::object" "mrs_harville::carriage" "mrs_harville::determined" "musgrove::love" "harville::separate" "mrs_hayter::thought" "shirley::back" "mary::end" "louisa::gentle" "mary::horse" "mary::match" "shirley::relieved" "louisa::rest" "jemima::comfortable" "lady_russell::busy" "mrs_wallis::can" "lady_russell::future" "mr_shepherd::two" "lady_russell::carriage" "lady_russell::books" "mr_elliot::compare" "mrs_croft::end" "wentworth::meetings" "wallis::prevent" "mrs_smith::two" "wentworth::#-bruise" "wentworth::prevent" "wentworth::delightful" "wentworth::steep" "robinson::#-belong" "robinson::#-wonder" "walter::time" "mrs_croft::rest" "mrs_croft::station" "mr_smith::warm" "wallis::daughter" "mrs_clay::use" "penelope::name" "wentworth::ready" "musgrove::school" "musgrove::carriage" "musgrove::large" "musgrove::elegant" "musgrove::wrong" "mrs_smith::time" "mrs_smith::point" "mrs_smith::thought" "walter::thought" "musgrove::curious" "musgrove::safe" "musgrove::window" "wentworth::roof" "walter::steady" "walter::hand" "wentworth::imperfect" "russell::polite" "trent::time" "shepherd::two" "walter::observe" "sophy::little" "thornberry::determined" "walter_elliot::object" "walter_elliot::present" "william::point" "walter::relation" "wentworth::rest" "wentworth::sense" "wentworth::fearless" "wentworth::public" "wentworth::window" "wentworth::space" "wentworth::joined" "winthrop::work"
"alicia::month" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anne_elliot::deserted" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
