"terms";"clusters"
"active";1
"affectionate";2
"agreeable";2
"amiable";1
"anxious";2
"awkward";1
"bitter";1
"bold";1
"bright";2
"calm";1
"careful";1
"careless";1
"certain";2
"cheerful";2
"clever";1
"coarse";1
"cold";2
"constant";1
"cool";1
"cruel";1
"cunning";1
"curious";1
"deep";2
"distant";1
"dull";2
"eager";1
"earnest";2
"elegant";1
"expressive";1
"faithful";1
"foolish";1
"friendly";1
"gallant";1
"genteel";1
"gentle";2
"gloomy";2
"graceful";1
"gracious";1
"harsh";1
"hasty";2
"hearty";1
"honest";2
"humble";2
"immovable";1
"impatient";1
"indifferent";1
"ingenious";1
"jealous";2
"kind";2
"lively";1
"loud";2
"merry";1
"moral";1
"narrow";1
"natural";2
"nervous";1
"noisy";1
"original";2
"particular";2
"patient";1
"peaceful";1
"pleasant";2
"profound";2
"proper";2
"proud";2
"quick";2
"quiet";2
"respectful";1
"restless";1
"rough";2
"scrupulous";1
"selfish";1
"serious";2
"severe";1
"silent";2
"simple";1
"slow";2
"smart";1
"solemn";1
"spirited";1
"steady";1
"stern";1
"thoughtful";1
"thoughtless";1
"tight";1
"uncouth";1
"vague";1
"vain";1
"violent";2
"warm";2
"worldly";1
"wild";2
"wise";1
