"","Words","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"1","active",6,1,1,1,1,1,1
"2","affected",6,1,1,1,1,1,1
"3","affectionate",6,1,1,1,1,1,1
"4","agreeable",6,1,1,1,1,1,1
"5","amiable",6,1,1,1,1,1,1
"6","anxious",6,1,1,1,1,1,1
"7","awkward",6,1,1,1,1,1,1
"8","bright",6,1,1,1,1,1,1
"9","calm",6,1,1,1,1,1,1
"10","capable",6,1,1,1,1,1,1
"11","careless",6,1,1,1,1,1,1
"12","certain",6,1,1,1,1,1,1
"13","cheerful",6,1,1,1,1,1,1
"14","civil",6,1,1,1,1,1,1
"15","clever",6,1,1,1,1,1,1
"16","cold",6,1,1,1,1,1,1
"17","confident",6,1,1,1,1,1,1
"18","consistent",6,1,1,1,1,1,1
"19","constant",6,1,1,1,1,1,1
"20","cool",6,1,1,1,1,1,1
"21","cordial",6,1,1,1,1,1,1
"22","critical",6,1,1,1,1,1,1
"23","cruel",6,1,1,1,1,1,1
"24","curious",6,1,1,1,1,1,1
"25","decisive",6,1,1,1,1,1,1
"26","deep",6,1,1,1,1,1,1
"27","determined",6,1,1,1,1,1,1
"28","dignified",6,1,1,1,1,1,1
"29","direct",6,1,1,1,1,1,1
"30","distant",6,1,1,1,1,1,1
"31","dull",6,1,1,1,1,1,1
"32","eager",6,1,1,1,1,1,1
"33","earnest",6,1,1,1,1,1,1
"34","elegant",6,1,1,1,1,1,1
"35","excessive",6,1,1,1,1,1,1
"36","extravagant",6,1,1,1,1,1,1
"37","faithful",6,1,1,1,1,1,1
"38","fearful",6,1,1,1,1,1,1
"39","foolish",6,1,1,1,1,1,1
"40","friendly",6,1,1,1,1,1,1
"41","generous",6,1,1,1,1,1,1
"42","genteel",6,1,1,1,1,1,1
"43","gentle",6,1,1,1,1,1,1
"44","gloomy",6,1,1,1,1,1,1
"45","graceful",6,1,1,1,1,1,1
"46","hearty",6,1,1,1,1,1,1
"47","honest",6,1,1,1,1,1,1
"48","humble",6,1,1,1,1,1,1
"49","ignorant",6,1,1,1,1,1,1
"50","impatient",6,1,1,1,1,1,1
"51","imprudent",6,1,1,1,1,1,1
"52","independent",6,1,1,1,1,1,1
"53","indifferent",6,1,1,1,1,1,1
"54","intelligent",6,1,1,1,1,1,1
"55","intimate",6,1,1,1,1,1,1
"56","jealous",6,1,1,1,1,1,1
"57","kind",6,1,1,1,1,1,1
"58","lively",6,1,1,1,1,1,1
"59","mild",6,1,1,1,1,1,1
"60","moderate",6,1,1,1,1,1,1
"61","modest",6,1,1,1,1,1,1
"62","narrow",6,1,1,1,1,1,1
"63","natural",6,1,1,1,1,1,1
"64","noisy",6,1,1,1,1,1,1
"65","obliging",6,1,1,1,1,1,1
"66","original",6,1,1,1,1,1,1
"67","particular",6,1,1,1,1,1,1
"68","playful",6,1,1,1,1,1,1
"69","pleasant",6,1,1,1,1,1,1
"70","polite",6,1,1,1,1,1,1
"71","proper",6,1,1,1,1,1,1
"72","proud",6,1,1,1,1,1,1
"73","quick",6,1,1,1,1,1,1
"74","quiet",6,1,1,1,1,1,1
"75","rational",6,1,1,1,1,1,1
"76","reasonable",6,1,1,1,1,1,1
"77","restless",6,1,1,1,1,1,1
"78","scrupulous",6,1,1,1,1,1,1
"79","selfish",6,1,1,1,1,1,1
"80","serious",6,1,1,1,1,1,1
"81","severe",6,1,1,1,1,1,1
"82","silent",6,1,1,1,1,1,1
"83","simple",6,1,1,1,1,1,1
"84","sincere",6,1,1,1,1,1,1
"85","speedy",6,1,1,1,1,1,1
"86","steady",6,1,1,1,1,1,1
"87","thorough",6,1,1,1,1,1,1
"88","thoughtless",6,1,1,1,1,1,1
"89","unaffected",6,1,1,1,1,1,1
