"","x"
"1","absentmi"
"2","abstinen"
"3","abstract"
"4","abusive"
"5","acceptan"
"6","accessib"
"7","accommod"
"8","accompli"
"9","acid"
"10","acquiesc"
"11","acquisit"
"12","adaptabl"
"13","adaptive"
"14","adjustab"
"15","adultero"
"16","adventur"
"17","affectio"
"18","affirmat"
"19","aggressi"
"20","agitable"
"21","agitativ"
"22","agreeabl"
"23","aimful"
"24","aimless"
"25","alarmabl"
"26","altruist"
"27","ambitiou"
"28","amorous"
"29","analytic"
"30","antagoni"
"31","anticipa"
"32","antisoci"
"33","apatheti"
"34","apprecia"
"35","approach"
"36","arbitrar"
"37","arbitrat"
"38","argument"
"39","aristocr"
"40","articula"
"41","artistic"
"42","ascendan"
"43","asocial"
"44","assertiv"
"45","assured"
"46","astute"
"47","audaciou"
"48","authorit"
"49","autocrat"
"50","autonomo"
"51","aweless"
"52","balky"
"53","belliger"
"54","bendable"
"55","benefice"
"56","benevole"
"57","biased"
"58","bigheade"
"59","bigheart"
"60","bigmouth"
"61","bigoted"
"62","blase"
"63","blasphem"
"64","bluntwit"
"65","blustery"
"66","boastful"
"67","boastles"
"68","boistero"
"69","bookish"
"70","boorish"
"71","bossy"
"72","bountifu"
"73","brainy"
"74","brash"
"75","brave"
"76","brawlsom"
"77","brazen"
"78","breezy"
"79","broadmin"
"80","broadspo"
"81","broody"
"82","brusque"
"83","bubbly"
"84","bullhead"
"85","bullish"
"86","bullying"
"87","buoyant"
"88","business"
"89","busyish"
"90","cagy"
"91","calculab"
"92","calculat"
"93","candid"
"94","canny"
"95","cantanke"
"96","capricio"
"97","carefree"
"98","catty"
"99","caustic"
"100","cavalier"
"101","censoria"
"102","cerebral"
"103","ceremoni"
"104","changeab"
"105","changele"
"106","charitab"
"107","cherubic"
"108","chic"
"109","childlik"
"110","chipper"
"111","chitchat"
"112","chivalro"
"113","choosy"
"114","circumsp"
"115","civilize"
"116","clairvoy"
"117","clannish"
"118","clearcut"
"119","clearhea"
"120","clearsig"
"121","clearthi"
"122","clingy"
"123","cliquish"
"124","closedmi"
"125","closefis"
"126","closemou"
"127","clownish"
"128","clumsy"
"129","cocky"
"130","coercive"
"131","coldhear"
"132","combativ"
"133","communic"
"134","companio"
"135","compassl"
"136","compasst"
"137","competit"
"138","complace"
"139","complain"
"140","complais"
"141","complex"
"142","complian"
"143","complica"
"144","complime"
"145","compulsi"
"146","comradel"
"147","conceite"
"148","conceitl"
"149","concilia"
"150","concise"
"151","condesce"
"152","confiden"
"153","confusab"
"154","congenia"
"155","consciel"
"156","consciet"
