"","x"
"1","absentmi"
"2","abstinen"
"3","acceptan"
"4","accessib"
"5","accommod"
"6","accompli"
"7","acid"
"8","acquiesc"
"9","acquisit"
"10","adaptabl"
"11","adaptive"
"12","adjustab"
"13","adultero"
"14","adventur"
"15","affectio"
"16","affirmat"
"17","aggressi"
"18","agitable"
"19","agitativ"
"20","agreeabl"
"21","aimful"
"22","aimless"
"23","alarmabl"
"24","alert"
"25","altruist"
"26","ambitiou"
"27","amicable"
"28","amorous"
"29","analytic"
"30","antagoni"
"31","anticipa"
"32","antisoci"
"33","apatheti"
"34","apprecia"
"35","approach"
"36","arbitrar"
"37","arbitrat"
"38","argument"
"39","aristocr"
"40","arrogant"
"41","articula"
"42","ascendan"
"43","asocial"
"44","assertiv"
"45","assured"
"46","astute"
"47","audaciou"
"48","austere"
"49","authorit"
"50","autocrat"
"51","autonomo"
"52","aweless"
"53","balky"
"54","belliger"
"55","bendable"
"56","benefice"
"57","benevole"
"58","biased"
"59","bigheade"
"60","bigheart"
"61","bigmouth"
"62","bigoted"
"63","blase"
"64","blasphem"
"65","bluntwit"
"66","blustery"
"67","boastles"
"68","boistero"
"69","bookish"
"70","bossy"
"71","bountifu"
"72","brainy"
"73","brash"
"74","brave"
"75","brawlsom"
"76","brazen"
"77","breezy"
"78","bristly"
"79","broadmin"
"80","broadspo"
"81","broody"
"82","brusque"
"83","bubbly"
"84","bullhead"
"85","bullish"
"86","bullying"
"87","buoyant"
"88","business"
"89","busyish"
"90","cagy"
"91","calculab"
"92","calculat"
"93","callous"
"94","candid"
"95","canny"
"96","cantanke"
"97","capricio"
"98","carefree"
"99","catty"
"100","caustic"
"101","cautious"
"102","cavalier"
"103","censoria"
"104","cerebral"
"105","ceremoni"
"106","changeab"
"107","changele"
"108","charitab"
"109","chaste"
"110","chatty"
"111","cherubic"
"112","chic"
"113","childlik"
"114","chipper"
"115","chitchat"
"116","chivalro"
"117","choosy"
"118","circumsp"
"119","civilize"
"120","clairvoy"
"121","clannish"
"122","clearcut"
"123","clearhea"
"124","clearsig"
"125","clearthi"
"126","clingy"
"127","cliquish"
"128","closedmi"
"129","closefis"
"130","closemou"
"131","clownish"
"132","cocky"
"133","coercive"
"134","coherent"
"135","coldhear"
"136","combativ"
"137","communic"
"138","companio"
"139","compassl"
"140","compasst"
"141","competit"
"142","complace"
"143","complain"
"144","complais"
"145","complex"
"146","complian"
"147","complica"
"148","complime"
"149","compulsi"
"150","comradel"
"151","conceite"
"152","conceitl"
"153","concilia"
"154","concise"
"155","condesce"
"156","confiden"
