"","x"
"1","absentmi"
"2","abstinen"
"3","abstract"
"4","abusive"
"5","acceptan"
"6","accessib"
"7","accommod"
"8","accompli"
"9","acid"
"10","acquiesc"
"11","acquisit"
"12","adaptabl"
"13","adaptive"
"14","adjustab"
"15","adultero"
"16","adventur"
"17","affected"
"18","affectio"
"19","affirmat"
"20","aggressi"
"21","agitable"
"22","agitativ"
"23","agreeabl"
"24","aimful"
"25","alarmabl"
"26","alert"
"27","aloof"
"28","altruist"
"29","ambitiou"
"30","amorous"
"31","analytic"
"32","angelic"
"33","antagoni"
"34","anticipa"
"35","antisoci"
"36","apatheti"
"37","apprecia"
"38","approach"
"39","arbitrar"
"40","arbitrat"
"41","argument"
"42","aristocr"
"43","arrogant"
"44","articula"
"45","artistic"
"46","ascendan"
"47","asocial"
"48","assertiv"
"49","assured"
"50","astute"
"51","audaciou"
"52","austere"
"53","authorit"
"54","autocrat"
"55","autonomo"
"56","aweless"
"57","balky"
"58","bashful"
"59","belliger"
"60","bendable"
"61","benefice"
"62","benevole"
"63","biased"
"64","bigheade"
"65","bigheart"
"66","bigmouth"
"67","bigoted"
"68","blase"
"69","blasphem"
"70","blunt"
"71","bluntwit"
"72","blustery"
"73","boastful"
"74","boastles"
"75","boistero"
"76","bookish"
"77","boorish"
"78","bossy"
"79","bountifu"
"80","brainy"
"81","brash"
"82","brave"
"83","brawlsom"
"84","brazen"
"85","bristly"
"86","broadmin"
"87","broadspo"
"88","broody"
"89","brusque"
"90","brutal"
"91","bubbly"
"92","bullhead"
"93","bullish"
"94","bullying"
"95","buoyant"
"96","business"
"97","busyish"
"98","cagy"
"99","calculab"
"100","calculat"
"101","callous"
"102","canny"
"103","cantanke"
"104","capricio"
"105","carefree"
"106","careworn"
"107","casual"
"108","catty"
"109","caustic"
"110","cautious"
"111","cavalier"
"112","censoria"
"113","cerebral"
"114","ceremoni"
"115","changeab"
"116","changele"
"117","charitab"
"118","chatty"
"119","cherubic"
"120","chic"
"121","childlik"
"122","chipper"
"123","chitchat"
"124","chivalro"
"125","choosy"
"126","circumsp"
"127","civilize"
"128","clairvoy"
"129","clannish"
"130","clearcut"
"131","clearhea"
"132","clearsig"
"133","clearthi"
"134","clever"
"135","clingy"
"136","cliquish"
"137","closedmi"
"138","closefis"
"139","closemou"
"140","clownish"
"141","clumsy"
"142","cocky"
"143","coercive"
"144","coherent"
"145","coldhear"
"146","combativ"
"147","communic"
"148","companio"
"149","compassl"
"150","compasst"
"151","competit"
"152","complace"
"153","complain"
"154","complais"
"155","complex"
"156","complian"
