"","x"
"1","absentmi"
"2","abstinen"
"3","acceptan"
"4","accessib"
"5","accommod"
"6","accompli"
"7","acid"
"8","acquiesc"
"9","acquisit"
"10","adaptabl"
"11","adaptive"
"12","adjustab"
"13","adultero"
"14","adventur"
"15","affected"
"16","affectio"
"17","affirmat"
"18","aggressi"
"19","agitable"
"20","agitativ"
"21","agreeabl"
"22","aimful"
"23","aimless"
"24","alarmabl"
"25","altruist"
"26","ambitiou"
"27","amorous"
"28","analytic"
"29","angelic"
"30","antagoni"
"31","anticipa"
"32","antisoci"
"33","apatheti"
"34","apprecia"
"35","approach"
"36","arbitrar"
"37","arbitrat"
"38","argument"
"39","aristocr"
"40","articula"
"41","ascendan"
"42","asocial"
"43","assertiv"
"44","assured"
"45","astute"
"46","audaciou"
"47","authorit"
"48","autocrat"
"49","autonomo"
"50","aweless"
"51","balky"
"52","belliger"
"53","bendable"
"54","benefice"
"55","benevole"
"56","biased"
"57","bigheade"
"58","bigheart"
"59","bigmouth"
"60","bigoted"
"61","blase"
"62","blasphem"
"63","bluntwit"
"64","blustery"
"65","boastles"
"66","boistero"
"67","bookish"
"68","boorish"
"69","bossy"
"70","bountifu"
"71","brainy"
"72","brash"
"73","brave"
"74","brawlsom"
"75","brazen"
"76","breezy"
"77","bristly"
"78","broadmin"
"79","broadspo"
"80","broody"
"81","brusque"
"82","bubbly"
"83","bullhead"
"84","bullish"
"85","bullying"
"86","buoyant"
"87","business"
"88","busyish"
"89","cagy"
"90","calculab"
"91","calculat"
"92","canny"
"93","cantanke"
"94","capricio"
"95","carefree"
"96","catty"
"97","caustic"
"98","cavalier"
"99","censoria"
"100","cerebral"
"101","ceremoni"
"102","changeab"
"103","changele"
"104","charitab"
"105","cherubic"
"106","chic"
"107","childlik"
"108","chipper"
"109","chitchat"
"110","chivalro"
"111","choosy"
"112","circumsp"
"113","civilize"
"114","clairvoy"
"115","clannish"
"116","clearcut"
"117","clearhea"
"118","clearsig"
"119","clearthi"
"120","clingy"
"121","cliquish"
"122","closedmi"
"123","closefis"
"124","closemou"
"125","clownish"
"126","cocky"
"127","coldhear"
"128","combativ"
"129","communic"
"130","companio"
"131","compassl"
"132","compasst"
"133","competit"
"134","complace"
"135","complain"
"136","complais"
"137","complian"
"138","complica"
"139","complime"
"140","compulsi"
"141","comradel"
"142","conceite"
"143","conceitl"
"144","concilia"
"145","condesce"
"146","confiden"
"147","confusab"
"148","congenia"
"149","consciel"
"150","consciet"
"151","conserva"
"152","consider"
"153","consiste"
"154","consolat"
"155","constrai"
"156","construc"
