"","x"
"1","absentmi"
"2","abstinen"
"3","abstract"
"4","acceptan"
"5","accessib"
"6","accommod"
"7","accompli"
"8","acid"
"9","acquiesc"
"10","acquisit"
"11","adaptabl"
"12","adaptive"
"13","adjustab"
"14","adultero"
"15","adventur"
"16","affected"
"17","affectio"
"18","affirmat"
"19","aggressi"
"20","agitable"
"21","agitativ"
"22","agreeabl"
"23","aimful"
"24","aimless"
"25","alarmabl"
"26","alert"
"27","altruist"
"28","ambitiou"
"29","amicable"
"30","amorous"
"31","analytic"
"32","antagoni"
"33","anticipa"
"34","antisoci"
"35","apatheti"
"36","apprecia"
"37","approach"
"38","arbitrar"
"39","arbitrat"
"40","argument"
"41","aristocr"
"42","arrogant"
"43","articula"
"44","artistic"
"45","ascendan"
"46","asocial"
"47","assertiv"
"48","assured"
"49","astute"
"50","audaciou"
"51","austere"
"52","authorit"
"53","autocrat"
"54","autonomo"
"55","aweless"
"56","balky"
"57","belliger"
"58","bendable"
"59","benefice"
"60","benevole"
"61","biased"
"62","bigheade"
"63","bigheart"
"64","bigmouth"
"65","bigoted"
"66","bland"
"67","blase"
"68","blasphem"
"69","blunt"
"70","bluntwit"
"71","blustery"
"72","boastful"
"73","boastles"
"74","boistero"
"75","bold"
"76","bookish"
"77","boorish"
"78","bossy"
"79","bountifu"
"80","boyish"
"81","brainy"
"82","brash"
"83","brave"
"84","brawlsom"
"85","brazen"
"86","breezy"
"87","brisk"
"88","bristly"
"89","broadmin"
"90","broadspo"
"91","broody"
"92","brusque"
"93","brutal"
"94","bubbly"
"95","bullhead"
"96","bullish"
"97","bullying"
"98","buoyant"
"99","business"
"100","busyish"
"101","cagy"
"102","calculab"
"103","calculat"
"104","callous"
"105","canny"
"106","cantanke"
"107","capricio"
"108","carefree"
"109","careworn"
"110","catty"
"111","caustic"
"112","cavalier"
"113","censoria"
"114","cerebral"
"115","ceremoni"
"116","changeab"
"117","changele"
"118","charitab"
"119","chaste"
"120","chatty"
"121","cherubic"
"122","chic"
"123","childish"
"124","childlik"
"125","chipper"
"126","chitchat"
"127","chivalro"
"128","choosy"
"129","circumsp"
"130","civilize"
"131","clairvoy"
"132","clannish"
"133","clearcut"
"134","clearhea"
"135","clearsig"
"136","clearthi"
"137","clingy"
"138","cliquish"
"139","closedmi"
"140","closefis"
"141","closemou"
"142","clownish"
"143","clumsy"
"144","cocky"
"145","coercive"
"146","coherent"
"147","coldhear"
"148","combativ"
"149","communic"
"150","companio"
"151","compassl"
"152","compasst"
"153","competit"
"154","complace"
"155","complain"
"156","complais"
