"","x"
"1","absentmi"
"2","abstinen"
"3","abusive"
"4","acceptan"
"5","accessib"
"6","accommod"
"7","accompli"
"8","accurate"
"9","acid"
"10","acquiesc"
"11","acquisit"
"12","adaptabl"
"13","adaptive"
"14","adjustab"
"15","adultero"
"16","adventur"
"17","affected"
"18","affectio"
"19","affirmat"
"20","aggressi"
"21","agitable"
"22","agitativ"
"23","agreeabl"
"24","aimful"
"25","aimless"
"26","alarmabl"
"27","altruist"
"28","ambitiou"
"29","amicable"
"30","analytic"
"31","animated"
"32","antagoni"
"33","anticipa"
"34","antisoci"
"35","apatheti"
"36","apprecia"
"37","approach"
"38","arbitrar"
"39","arbitrat"
"40","argument"
"41","aristocr"
"42","arrogant"
"43","articula"
"44","artistic"
"45","ascendan"
"46","asocial"
"47","assertiv"
"48","assured"
"49","astute"
"50","audaciou"
"51","austere"
"52","authorit"
"53","autocrat"
"54","autonomo"
"55","aweless"
"56","balky"
"57","bashful"
"58","belliger"
"59","bendable"
"60","benefice"
"61","benevole"
"62","biased"
"63","bigheade"
"64","bigheart"
"65","bigmouth"
"66","bigoted"
"67","blase"
"68","blasphem"
"69","bluntwit"
"70","blustery"
"71","boastful"
"72","boastles"
"73","boistero"
"74","bookish"
"75","boorish"
"76","bossy"
"77","bountifu"
"78","brainy"
"79","brash"
"80","brave"
"81","brawlsom"
"82","brazen"
"83","bristly"
"84","broadmin"
"85","broadspo"
"86","broody"
"87","brusque"
"88","bubbly"
"89","bullhead"
"90","bullish"
"91","bullying"
"92","buoyant"
"93","business"
"94","busyish"
"95","cagy"
"96","calculab"
"97","calculat"
"98","callous"
"99","canny"
"100","cantanke"
"101","capricio"
"102","carefree"
"103","catty"
"104","caustic"
"105","cavalier"
"106","censoria"
"107","cerebral"
"108","ceremoni"
"109","changeab"
"110","changele"
"111","charitab"
"112","chatty"
"113","cherubic"
"114","chic"
"115","childlik"
"116","chipper"
"117","chitchat"
"118","chivalro"
"119","choosy"
"120","circumsp"
"121","civilize"
"122","clairvoy"
"123","clannish"
"124","clearcut"
"125","clearhea"
"126","clearsig"
"127","clearthi"
"128","clingy"
"129","cliquish"
"130","closedmi"
"131","closefis"
"132","closemou"
"133","clownish"
"134","cocky"
"135","coercive"
"136","coherent"
"137","coldhear"
"138","combativ"
"139","communic"
"140","companio"
"141","compassl"
"142","compasst"
"143","competit"
"144","complace"
"145","complain"
"146","complais"
"147","complian"
"148","complica"
"149","complime"
"150","compulsi"
"151","comradel"
"152","conceite"
"153","conceitl"
"154","concilia"
"155","concise"
"156","condesce"
