"","x"
"1","abrupt"
"2","absentmi"
"3","abstinen"
"4","abstract"
"5","abusive"
"6","acceptan"
"7","accessib"
"8","accommod"
"9","accompli"
"10","accurate"
"11","acid"
"12","acquiesc"
"13","acquisit"
"14","adaptabl"
"15","adaptive"
"16","adjustab"
"17","adultero"
"18","adventur"
"19","affected"
"20","affectio"
"21","affirmat"
"22","aggressi"
"23","agitable"
"24","agitativ"
"25","agreeabl"
"26","aimful"
"27","aimless"
"28","alarmabl"
"29","alert"
"30","aloof"
"31","altruist"
"32","ambitiou"
"33","amicable"
"34","amorous"
"35","analytic"
"36","angelic"
"37","antagoni"
"38","anticipa"
"39","antisoci"
"40","apatheti"
"41","apprecia"
"42","approach"
"43","arbitrar"
"44","arbitrat"
"45","argument"
"46","aristocr"
"47","arrogant"
"48","articula"
"49","artistic"
"50","ascendan"
"51","asocial"
"52","assertiv"
"53","assured"
"54","astute"
"55","audaciou"
"56","austere"
"57","authorit"
"58","autocrat"
"59","autonomo"
"60","aweless"
"61","balky"
"62","belliger"
"63","bendable"
"64","benefice"
"65","benevole"
"66","biased"
"67","bigheade"
"68","bigheart"
"69","bigmouth"
"70","bigoted"
"71","bland"
"72","blase"
"73","blasphem"
"74","bluntwit"
"75","blustery"
"76","boastful"
"77","boastles"
"78","boistero"
"79","bookish"
"80","boorish"
"81","bossy"
"82","bountifu"
"83","boyish"
"84","brainy"
"85","brash"
"86","brave"
"87","brawlsom"
"88","brazen"
"89","breezy"
"90","bright"
"91","brisk"
"92","bristly"
"93","broadmin"
"94","broadspo"
"95","broody"
"96","brusque"
"97","brutal"
"98","bubbly"
"99","bullhead"
"100","bullish"
"101","bullying"
"102","buoyant"
"103","business"
"104","busyish"
"105","cagy"
"106","calculab"
"107","calculat"
"108","callous"
"109","canny"
"110","cantanke"
"111","capricio"
"112","carefree"
"113","careworn"
"114","casual"
"115","catty"
"116","caustic"
"117","cavalier"
"118","censoria"
"119","cerebral"
"120","ceremoni"
"121","changeab"
"122","changele"
"123","charitab"
"124","chaste"
"125","chatty"
"126","cherubic"
"127","chic"
"128","childish"
"129","childlik"
"130","chipper"
"131","chitchat"
"132","chivalro"
"133","choosy"
"134","circumsp"
"135","civilize"
"136","clairvoy"
"137","clannish"
"138","clearcut"
"139","clearhea"
"140","clearsig"
"141","clearthi"
"142","clingy"
"143","cliquish"
"144","closedmi"
"145","closefis"
"146","closemou"
"147","clownish"
"148","clumsy"
"149","coarse"
"150","cocky"
"151","coercive"
"152","coherent"
"153","coldhear"
"154","combativ"
"155","communic"
"156","companio"
"157","compassl"
"158","compasst"
"159","competit"
"160","complace"
"161","complain"
"162","complais"
"163","complex"
"164","complian"
"165","complica"
"166","complime"
"167","compulsi"
"168","comradel"
"169","conceite"
"170","conceitl"
"171","concilia"
"172","condesce"
"173","confiden"
"174","confusab"
"175","congenia"
"176","consciel"
"177","consciet"
"178","conserva"
"179","consider"
"180","consiste"
"181","consolat"
"182","constrai"
"183","construc"
