"","x"
"1","absentmi"
"2","abstinen"
"3","abstract"
"4","abusive"
"5","acceptan"
"6","accessib"
"7","accommod"
"8","accompli"
"9","acid"
"10","acquiesc"
"11","acquisit"
"12","adaptabl"
"13","adaptive"
"14","adjustab"
"15","adultero"
"16","adventur"
"17","affable"
"18","affected"
"19","affectio"
"20","affirmat"
"21","aggressi"
"22","agitable"
"23","agitativ"
"24","agreeabl"
"25","aimful"
"26","aimless"
"27","alarmabl"
"28","aloof"
"29","altruist"
"30","ambitiou"
"31","amicable"
"32","amorous"
"33","analytic"
"34","angelic"
"35","antagoni"
"36","anticipa"
"37","antisoci"
"38","apatheti"
"39","apprecia"
"40","approach"
"41","arbitrar"
"42","arbitrat"
"43","argument"
"44","aristocr"
"45","arrogant"
"46","articula"
"47","artistic"
"48","ascendan"
"49","asocial"
"50","assertiv"
"51","assured"
"52","astute"
"53","audaciou"
"54","austere"
"55","authorit"
"56","autocrat"
"57","autonomo"
"58","aweless"
"59","balky"
"60","bashful"
"61","belliger"
"62","bendable"
"63","benefice"
"64","benevole"
"65","biased"
"66","bigheade"
"67","bigheart"
"68","bigmouth"
"69","bigoted"
"70","bland"
"71","blase"
"72","blasphem"
"73","bluntwit"
"74","blustery"
"75","boastles"
"76","boistero"
"77","bookish"
"78","boorish"
"79","bossy"
"80","bountifu"
"81","boyish"
"82","brainy"
"83","brash"
"84","brave"
"85","brawlsom"
"86","brazen"
"87","breezy"
"88","bristly"
"89","broadmin"
"90","broadspo"
"91","broody"
"92","brusque"
"93","brutal"
"94","bubbly"
"95","bullhead"
"96","bullish"
"97","bullying"
"98","buoyant"
"99","business"
"100","busyish"
"101","cagy"
"102","calculab"
"103","calculat"
"104","callous"
"105","candid"
"106","canny"
"107","cantanke"
"108","capricio"
"109","carefree"
"110","careworn"
"111","catty"
"112","caustic"
"113","censoria"
"114","cerebral"
"115","ceremoni"
"116","changeab"
"117","changele"
"118","charitab"
"119","chatty"
"120","cherubic"
"121","chic"
"122","childish"
"123","childlik"
"124","chipper"
"125","chitchat"
"126","chivalro"
"127","choosy"
"128","circumsp"
"129","civil"
"130","civilize"
"131","clairvoy"
"132","clannish"
"133","clearcut"
"134","clearhea"
"135","clearsig"
"136","clearthi"
"137","clever"
"138","clingy"
"139","cliquish"
"140","closedmi"
"141","closefis"
"142","closemou"
"143","clownish"
"144","cocky"
"145","coercive"
"146","coherent"
"147","coldhear"
"148","combativ"
"149","communic"
"150","companio"
"151","compassl"
"152","compasst"
"153","competit"
"154","complace"
"155","complain"
"156","complais"
"157","complex"
