"","x"
"1","absentmi"
"2","abstinen"
"3","abusive"
"4","acceptan"
"5","accessib"
"6","accommod"
"7","accompli"
"8","acid"
"9","acquiesc"
"10","acquisit"
"11","adaptabl"
"12","adaptive"
"13","adjustab"
"14","adultero"
"15","adventur"
"16","affected"
"17","affectio"
"18","affirmat"
"19","aggressi"
"20","agitable"
"21","agitativ"
"22","agreeabl"
"23","aimful"
"24","aimless"
"25","alarmabl"
"26","alert"
"27","altruist"
"28","ambitiou"
"29","amicable"
"30","amorous"
"31","analytic"
"32","antagoni"
"33","anticipa"
"34","antisoci"
"35","apatheti"
"36","apprecia"
"37","approach"
"38","arbitrar"
"39","arbitrat"
"40","argument"
"41","aristocr"
"42","arrogant"
"43","articula"
"44","ascendan"
"45","asocial"
"46","assertiv"
"47","assured"
"48","astute"
"49","audaciou"
"50","authorit"
"51","autocrat"
"52","autonomo"
"53","aweless"
"54","balky"
"55","belliger"
"56","bendable"
"57","benefice"
"58","benevole"
"59","biased"
"60","bigheade"
"61","bigheart"
"62","bigmouth"
"63","bigoted"
"64","blase"
"65","blasphem"
"66","bluntwit"
"67","blustery"
"68","boastles"
"69","boistero"
"70","bookish"
"71","boorish"
"72","bossy"
"73","bountifu"
"74","boyish"
"75","brainy"
"76","brash"
"77","brave"
"78","brawlsom"
"79","brazen"
"80","breezy"
"81","bristly"
"82","broadmin"
"83","broadspo"
"84","broody"
"85","brusque"
"86","brutal"
"87","bubbly"
"88","bullhead"
"89","bullish"
"90","bullying"
"91","buoyant"
"92","business"
"93","busyish"
"94","cagy"
"95","calculab"
"96","calculat"
"97","callous"
"98","canny"
"99","cantanke"
"100","capricio"
"101","carefree"
"102","careworn"
"103","catty"
"104","cavalier"
"105","censoria"
"106","cerebral"
"107","ceremoni"
"108","changeab"
"109","changele"
"110","charitab"
"111","chatty"
"112","cherubic"
"113","chic"
"114","childlik"
"115","chipper"
"116","chitchat"
"117","chivalro"
"118","choosy"
"119","circumsp"
"120","civilize"
"121","clairvoy"
"122","clannish"
"123","clearcut"
"124","clearhea"
"125","clearsig"
"126","clearthi"
"127","clingy"
"128","cliquish"
"129","closedmi"
"130","closefis"
"131","closemou"
"132","clownish"
"133","cocky"
"134","coercive"
"135","coldhear"
"136","combativ"
"137","communic"
"138","companio"
"139","compassl"
"140","compasst"
"141","competit"
"142","complace"
"143","complain"
"144","complais"
"145","complex"
"146","complian"
"147","complica"
"148","complime"
"149","compulsi"
"150","comradel"
"151","conceite"
"152","conceitl"
"153","concilia"
"154","concise"
"155","condesce"
"156","confiden"
