"MR1";"MR3";"MR2";"MR4";"MR5"
"beautiful";0.375896453799853;0.275686605778551;0.542534313087444;0.34454318974685;0.215992927729936
"best";0.325617467262284;0.0393736088630825;0.754856863147945;-0.0831474382702471;-0.0903076689511585
"calm";0.133939988435447;0.825433861480668;0.224532698479805;0.0701105549424262;0.107208854608303
"capable";0.524519678538867;0.591281796900038;-0.100772947491306;0.251379978085213;0.450760901152395
"cheerful";0.386838835150188;0.591463579329425;0.450365752429114;0.221850561866601;0.114794623582996
"different";0.143075918091519;0.0970569773966474;0.087199721271127;0.973880812884824;0.107437684288973
"extreme";0.79474351988892;0.108772987872333;0.14874431985998;0.0437989958842624;0.0299556359632281
"fair";0.563449915045246;-0.0618602591524036;0.264295079340632;0.0482356091075413;0.256678302044811
"familiar";0.115326053571338;0.630520424586446;-0.0492632111871795;0.063833810749682;0.0954993942569564
"free";0.482784363832725;0.329765466232397;0.420644134684291;0.0524279839199933;0.00320658270451869
"gentle";0.0812159208346955;0.225435406252748;0.165487461009736;0.0665760554041288;0.94194779277349
"greatest";-0.08772335276852;0.119466255162983;0.805452991912329;0.237913224518586;0.317181057632469
"happy";0.422795861792207;-0.671179703368155;-0.434998655582685;0.168523860042303;0.019177204180908
"mighty";0.345031288289326;0.448393234592717;0.49097359616829;0.0876202352872784;0.314030641712392
"natural";0.657093491820383;0.162704192749775;0.17432762454058;0.0277796948565306;0.22830255977883
"pleasant";0.876656241121379;0.152366270687526;-0.0861791217260977;0.216552707298052;-0.110423831709143
"superior";0.559973390110765;0.0909687292733282;0.334777024805172;0.449977793498413;-0.0880557613765535
