"MR1";"MR7";"MR4";"MR5";"MR10";"MR9";"MR2";"MR3";"MR6";"MR8"
"afraid";0.0662056104212199;0.0418288521667311;0.201409890827787;0.650098747797806;0.202080004552935;-0.179803116955999;-0.149852878264134;0.0758160791709194;-0.164132381540805;0.299121052006606
"beautiful";0.0866558712819541;0.0319635952225924;0.10172750225458;-0.117515784365986;-0.0838939207698301;0.735126316706235;0.229944204927539;-0.18790789506366;0.00842297091238342;0.192543952252074
"best";0.189719079564883;0.0677795147254481;-0.0963269208667218;0.896714819208613;-0.0724923275997062;-0.0887895667158955;0.0308425240215431;-0.108723174900783;0.0760500762683951;-0.108497953055584
"cheerful";0.0931563522539861;-0.0158427873999109;0.0247141876078465;0.499438654058002;0.0753364394176787;0.316296866415827;0.0460226086238251;-0.0204921426537284;0.621710933923047;0.231615987503468
"curious";0.286090040509808;0.0969111406807132;0.293463623782473;0.122885295371982;0.0124316620574469;0.0670682891762758;0.543677848936785;-0.189831276573154;0.27322154593801;-0.197378210974295
"different";0.587450986735017;0.177188837300156;-0.296353912200154;0.0325772158696201;0.405850339159763;0.0318702366714214;-0.0878064801594608;0.0675433545533036;0.197035622105454;-0.00210957050574554
"fair";-0.0394527145082262;0.00880838761658805;0.00223943225748365;0.0915830874459983;0.0690229936430273;0.0896412654221271;0.0324204637578642;0.16847765087164;-0.768652416165654;-0.0160392586513447
"free";0.235390273946582;0.247600419344908;0.237634475473336;0.0296001172087886;0.349798416684996;0.748910885831931;-0.0782482561581246;0.0456643506586669;0.0043464131452089;-0.217004343471636
"gentle";0.366997109127204;0.406272116051145;0.0708320194533343;0.26117478633773;0.158615370928524;0.185041602645242;0.127339044220773;-0.0989764020528493;-0.116016832986113;0.107223830832759
"graceful";-0.0539314216598613;0.218151818164009;0.222944534082283;-0.180923306131164;-0.140709865011199;0.435997647667925;0.540768751708969;0.122137077163713;-0.0746702685863769;0.0111551519566563
"greatest";0.842479885735816;0.1637531936758;0.0647227748532592;0.359481965113233;0.0349611628843979;0.200077889630647;-0.0474193732091071;0.126722621001769;0.177032200985547;0.0909283075300071
"happy";0.776440173062094;0.0405640179930686;0.301517463491561;-0.0699729394129777;0.0676197042488949;0.12741519508255;0.28237258616735;-0.16060134501006;-0.0246316071885091;0.109292267519681
"honest";0.329743419533768;0.580923449789797;-0.176891308601024;0.323263269388388;0.234563795690402;0.0191471888759832;0.254227390765304;-0.0531028924905856;0.246906370929809;0.0126604822646296
"humble";0.0571606477288134;0.93144978948203;0.0624382099737543;-0.106760307854037;0.048819029286034;0.174306007150536;0.026699595694123;-0.129106543495208;-0.124860139268511;0.17527975523765
"independent";-0.0384461268282805;0.0679903266347529;0.0654906726786071;-0.0354283992959962;0.21488096049998;0.0919534898967449;0.685382515084621;-0.131645613330181;-0.101807083105235;0.184107564068507
"interesting";0.116774797792672;0.18808670530002;-0.25154569754032;0.060155967820913;0.613359835717945;-0.0582576573514447;0.344996166685757;0.160670666055363;0.17491538992334;0.0514893586249972
"moral";0.220965655468534;0.0819917403246794;0.085314980930526;0.0184125425231382;0.815102239269501;0.137513603725946;0.0712676099450902;-0.0840337472823722;-0.158288257262734;0.137462757802212
"natural";0.31971504842047;0.292338858555276;0.0996933259120866;0.162913452615044;0.0784775475401106;-0.0503332866306502;0.205103394492478;-0.715621014698113;0.0917428518419612;0.186838215702293
"pleasant";0.672767406515887;0.0866401274788149;0.223303712504303;0.188409825576806;0.475624698505933;-0.00520456183347373;-0.0893938870058412;-0.122945910101781;-0.083110074579181;0.0698688089886085
"proud";0.148102234916085;0.500024932331004;0.0150852350245873;0.277492477150795;0.223311511251756;0.0703452126526194;0.375401394057588;0.176997430844663;0.281300413604683;-0.0715705424899816
"quiet";0.145610559302233;0.0671604999523352;0.843974067095729;0.0378106773894398;-0.000518514406691637;0.0944203861442497;-0.014357949395614;0.0623730880095943;0.00356172073720101;0.110675910280725
"rich";0.213553982313912;0.240748345462384;0.333719563324898;-0.0715930895675529;0.223988739409976;0.436840506206826;0.323267099871083;0.233497016258375;0.0292121913686338;-0.000946232740842671
"safe";0.0470880482885912;-0.0630507947380879;0.770199529128288;-0.00488711986975346;-0.0383301748412598;0.222378821297024;0.314282965079894;0.0411610625509036;0.0069516018275626;-0.0686314231452137
"strong";0.310115003719929;0.341721564484074;0.0620520891905026;0.147589664571434;0.265190801913915;0.106056495101698;0.177231006720952;0.130119097328414;0.215459887157312;0.768003520631394
"worth";0.0911395708087054;0.0434852869538333;0.168786128309654;0.0321697315509407;0.0410061499340814;-0.100648494886513;0.00423098334378867;0.863564498367865;-0.157770898716804;0.181359337769916
