"MR1";"MR2";"MR3";"MR4";"MR5"
"afraid";0.133142045069716;0.789639689522748;0.136539734635624;-0.20676573007741;0.0715427809221956
"best";0.0145881399732183;0.267947727738271;0.939027945222344;-0.00221666312687714;-0.0785129373322179
"calm";0.0636768114965628;0.678731428237995;0.286976001992477;0.415508703451918;-0.00894063273404849
"fair";0.369003910865087;-0.130550907118352;0.517130330182319;0.0855925815567377;0.0955562766999948
"faithful";0.86031615260302;0.122113611884234;-0.0317487031842936;0.0973252312088889;0.177879529191525
"greatest";0.173298613849907;0.0538780385605815;0.0265294701323429;0.00924713696864319;0.927352745764466
"happy";0.543038251084856;0.72479568710946;-0.035436127411042;0.0963625097721548;-0.122022029163051
"honest";0.565139141178044;0.26833429732938;0.194670330198171;-0.118239261485338;-0.0549900571356759
"pleasant";0.0279240016146031;0.565284122193361;0.189093263329134;0.605420675050251;0.174917065334412
"quiet";0.489048966277306;0.220198952117406;0.0252061535380353;0.153220492361217;0.149115604327563
"religious";0.506875584314956;-0.272637135515064;-0.0138860064590894;-0.323947309455008;-0.0273131318046135
"rich";0.548569460649726;0.286945391396731;0.382860973483295;0.231585009334147;0.322737064908446
"safe";-0.0457745665643888;-0.124727345230076;-0.0502446299226765;0.951471848156758;-0.0568820133807297
"sincere";0.560187959491332;0.0414335068575291;0.186905778723428;-0.125036654700516;-0.148650939316325
"strong";0.104487350579449;0.626720370403067;-0.00435215976490062;-0.0704569711837292;0.364650264958426
"surprising";0.142501634944964;0.716767256243721;-0.529355000167725;0.242366287839016;-0.311507169924502
"worth";0.802540969524839;0.130769026194333;-0.0363347237788604;-0.0242451050660216;0.323601195742982
