"MR1";"MR2";"MR8";"MR5";"MR6";"MR4";"MR7";"MR3"
"afraid";0.804721683589719;-0.0698039461769206;0.0193109729013763;-0.0362308421935072;0.0649687976042701;0.0705778512224558;0.088806819312194;-0.0610365019179981
"appropriate";-0.306650225570789;-0.0279885183201982;0.0997225708385855;-0.0228825002095774;0.484139290161758;-0.400166698070204;0.156360634209523;0.0532805482211341
"beautiful";0.598949035859403;0.0981137579744546;0.120573700891654;0.236425440752559;-0.0376736772706381;0.306371080818696;-0.27891385305898;-0.108550578466876
"best";0.357571018825213;-0.0236693075039809;-0.00966407483553325;-0.143156996844952;0.199894714266152;0.178382973067834;0.177377671880005;0.508030043069385
"cheerful";0.666829483428436;0.158115700042644;0.107105272706321;0.122175503206875;0.0976737223174264;-0.104969158778269;-0.225334753383581;0.20076750081562
"clean";0.0748947470350693;0.486042923255274;-0.0871477499161745;-0.130364612328134;0.0876042900621384;-0.18225002369656;0.147675385023568;-0.118010232922453
"curious";0.286683444744351;0.576312511371055;0.288451531791892;0.132458234368322;0.0813001527149808;0.221689364053575;0.00217901385114899;-0.0860022379336689
"dangerous";0.746206846012673;-0.0710125947101319;0.214033629057017;-0.0628069174098402;-0.177806561614443;0.205963867165966;0.0461147935157784;-0.120942392939461
"delicate";0.426184847468908;0.130126380038522;0.113869876816736;0.113170284408964;0.00531627518632224;0.0720846849266648;0.295925935890054;-0.574394762571779
"extraordinary";0.0505944657757838;-0.0590221825685656;0.663842853831403;0.353547730691345;0.114889252689702;0.411288632071228;0.121654560316063;0.123593765001399
"fair";0.307289622923468;0.287696571989872;-0.146116333146687;-0.0796950384590641;-0.222540367953894;-0.0188068747744348;0.159665607672374;0.172111200041893
"free";0.187616338348795;0.135732244152349;0.0113926459192422;0.773756514200354;-0.126567029030496;0.157677137703063;-0.134012859739345;0.0211049694206606
"friendly";0.320935220565914;-0.033322168428137;-0.179103258693384;0.309772016523861;0.219759626129727;0.16268259578194;-0.249235204893981;-0.0262895581170447
"generous";0.46797903154897;0.417359331148039;0.336031646511052;0.00587143947412395;0.120945896068748;0.210650979236847;-0.0641003145135578;0.433246792349035
"happy";-0.0378744344557069;0.491477780179753;0.0091677943283982;0.414725587678389;-0.073199263098573;-0.082840125974554;0.201177861079782;0.487912784428993
"loose";0.432895116008808;-0.192667206207925;0.586344254727258;-0.0859560797555354;0.201138402401188;-0.229370000598624;0.270857201989065;-0.313053231502548
"modest";-0.0874231840395141;0.625561029981669;0.0159258552721038;0.337066550338432;0.178458407405664;-0.490304618866756;0.0442435015443831;0.0660561905861363
"mysterious";0.308144944675754;0.319291585186128;0.0625863410241727;0.062738852666175;0.705242239574734;-0.0200089256246885;0.00234772710173511;0.158868244847738
"natural";-0.0982763038732445;0.712399093473016;0.083123345947248;0.0988979679610984;-0.308997182724162;-0.00560028508191426;0.0260641868968173;-0.0229198659958225
"original";-0.0583107451035125;0.109364686824575;0.640221318138637;-0.183628929989028;0.120135614889091;0.152743137860758;0.0889568834335497;-0.127340268150484
"polite";0.143991173651293;0.240740281197476;0.143629928339633;0.0758632865147067;0.072756202794536;0.0136217354273704;0.944930542143103;0.00186083062902976
"proud";0.0204615264715681;0.634890747860388;-0.106356211268168;0.0506558082486454;0.0549242509036306;0.0396208976750769;0.0316190329927054;0.212463032539075
"quiet";0.512592673239322;0.0914119400428356;-0.123210861767391;0.275090606223367;0.152117851048662;-0.25610019887974;0.0903502554016223;0.0516240981144622
"rich";-0.15292880365102;0.0812608597881545;-0.0525512102133684;0.560875378451321;0.130121659919866;-0.0661589053675182;0.146255802366737;-0.105058370304716
"sacred";0.0377464190274221;-0.0075104966706168;0.156320941942379;0.05072905125594;-0.00599575837003909;0.652258643562547;0.0122804804047384;0.0519711947947888
"safe";0.669321062216067;0.0398483462773877;0.046223155256117;-0.243215608762448;0.0470484205846263;-0.0451080028472169;0.150607042079441;0.0366303224900416
"strong";0.27341289258836;-0.0430488212343106;0.714896498005765;-0.0373089037808587;-0.446801715670307;-0.0345255792864729;-0.116499979642683;0.185461440949204
"wise";0.0232451703246458;0.729398524175628;0.0297783119355722;0.114068364987856;0.386814222277196;0.0861659508194989;0.015591798011657;-0.117550088888963
"worth";0.341279375393735;0.0515103292649425;0.0112999421504851;0.165710120306731;-0.14870545298766;0.215254463370436;0.113394119599372;0.0877274594826928
