"MR1";"MR2"
"afraid";0.0925703485112347;0.609566504147757
"beautiful";0.410395207057984;0.666403320462521
"best";0.755828984725117;0.0467028880367296
"cheerful";0.565316125465038;0.288902462914089
"comfortable";0.495504417644291;0.299541846810656
"delightful";0.682069201401894;0.168274464545023
"different";0.712049398174686;0.477791902924679
"fair";0.63895191386474;0.341334356687594
"happy";-0.879986282256294;0.364107294000236
"natural";0.654850247643443;0.742079922865509
"pleasant";-0.0165070409364815;0.798784982586779
"safe";0.431016933165912;0.425081992740006
"strong";0.187019024007181;0.791649054541619
"worth";0.560343843111171;0.465263144909481
