"MR1";"MR3";"MR2"
"beautiful";0.461784381851392;0.336928758073557;0.579322335346196
"best";0.287458398102105;-0.0194223265754446;0.692045048481119
"calm";0.103386155273739;0.798863155982407;0.252970167520893
"capable";0.554008000880794;0.753246573227387;-0.0535249700639899
"cheerful";0.410023835736441;0.587682380969133;0.477753076283625
"different";0.364778980410878;0.190372529831898;0.163565064202592
"extreme";0.764315906445407;0.122222249376551;0.125345889232628
"fair";0.564197498818455;0.0401017137709374;0.258029540906363
"familiar";0.0912933046733898;0.643987236764526;-0.0334028890882447
"free";0.461675613831966;0.297226022981155;0.407286736800944
"gentle";0.13893250245329;0.447396017275889;0.243821685102006
"greatest";0.00790051275971746;0.208069742607068;0.82516687643216
"happy";0.461765611113429;-0.545559989230404;-0.435956965517032
"mighty";0.344169147423463;0.52346800661649;0.520267189725346
"natural";0.632633125769865;0.234562129166756;0.174208628362501
"pleasant";0.886180221681885;0.133908915907338;-0.106999998454664
"superior";0.65095911363203;0.0942872358386759;0.329755281857867
