"MR1";"MR3";"MR2"
"afraid";0.497726118090856;0.0503902774290762;0.579752060246732
"beautiful";0.386644556274668;0.386207468714723;0.172071011991069
"best";0.594716224401419;0.276661311866774;0.181969407809198
"capable";0.581871104987261;0.340982378440406;-0.0423479374982216
"comfortable";0.768555148439052;0.0618043137686214;0.243971897387499
"delighted";0.332746563758205;0.729128716571268;0.131237759266934
"delightful";0.667288573397863;-0.0549343999953929;-0.0268596886365752
"different";0.0499418823738805;0.0299328008050732;0.238124853670707
"extraordinary";0.513391452685932;0.302122327854519;-0.156525989127222
"fair";0.656769431295143;0.291023064060355;0.300933631222362
"greatest";0.495301984816935;0.507518001948508;0.149698992171863
"happy";0.207187932317362;-0.00486984277195866;-0.913118539843977
"interesting";0.333339344799985;0.356224574694931;0.116339953347244
"married";0.714383600537413;0.279205617171567;0.0995259317668634
"natural";0.705402374577431;0.151434149411578;0.0895877191008642
"pleasant";0.343084214835195;0.298068641431469;-0.180409425212426
"pleasing";0.226423454806692;0.689787316358232;0.115397440254567
"proud";-0.0249531675527625;0.618932028770444;0.0878821741390275
"reasonable";0.495537838216675;0.286188548444788;0.274923033172261
"rich";0.461513261093136;0.213748189813922;0.780144104939809
"strong";0.612764974009352;0.0672597035474419;0.252748555534503
"superior";0.373860431853838;0.54864778163287;0.31330268366573
"worth";-0.00172667135598825;0.713193582034739;-0.131669830725598
