"MR2";"MR1";"MR3"
"afraid";-0.0993981299052008;0.606360590189379;0.442278348996687
"appropriate";0.163700416946687;0.108194359177649;-0.567414589234647
"beautiful";0.0310678546305012;0.229696163713208;0.708861458778836
"best";0.0548283662359054;0.268777472013779;0.221956651497589
"cheerful";0.187158485054972;0.377029023455667;0.476222892577916
"clean";0.415818591102437;0.212273901066583;-0.177768373908778
"curious";0.48915211995499;0.299931141279665;0.348940333813528
"dangerous";-0.215471732062301;0.559465276978638;0.574301209846924
"delicate";0.0541531109873035;0.476845426148892;0.144611171521101
"extraordinary";0.0525857309760391;0.197072742632596;0.320444026131121
"fair";0.216884970824097;0.143411947591497;0.190566065383621
"free";0.306045351351544;-0.159414217095304;0.507893149151879
"friendly";0.0687040930085079;0.00883343331867718;0.358800553776208
"generous";0.389750610327071;0.356892505062987;0.498317863343779
"happy";0.665720735134624;-0.119216729750539;0.15111118276996
"loose";-0.182488422390591;0.792680350690781;-0.0568209396613555
"modest";0.777736577169001;0.0294054199707399;-0.21184871472507
"mysterious";0.447011745479799;0.394487642185657;0.0469209973939694
"natural";0.546317839159128;-0.0986632423174171;0.0958679500001698
"original";-0.00223580117842756;0.311763208222596;-0.0287089070611382
"polite";0.319109318059843;0.452062903450514;-0.119096308016607
"proud";0.62948536659801;-0.0325229881153866;0.0902907763593193
"quiet";0.244354292049926;0.318200725315179;0.200560605374018
"rich";0.298423020139974;-0.127643480215768;-0.0401442102298927
"sacred";-0.0676717186905967;-0.0196036052776747;0.367585144812853
"safe";-0.0358462853202573;0.607663590038378;0.23817732707709
"strong";-0.142365009953543;0.248138640218713;0.348744556131644
"wise";0.705986581262028;0.1586034342761;0.000230475469658939
"worth";0.0621112802730234;0.133388309379397;0.412666870820335
