"MR1";"MR2";"MR3"
"afraid";0.508943009308407;0.47868095616565;0.418335206381014
"beautiful";0.359291840254102;0.518928126100428;0.324698598249689
"best";0.273387147951014;0.539305616528709;-0.0343464271937608
"cheerful";0.719997186196349;0.288214119668935;0.247140023734242
"comfortable";0.71434130200909;0.489372603864475;0.273025351051217
"curious";0.492153961661743;0.741689857224501;0.128133846355153
"different";0.267403128580631;0.721382494881071;0.500512667768375
"fair";0.800740006174309;0.165543924277903;0.0712246919320893
"familiar";0.651596320458751;0.198040426169538;0.390453686178105
"free";0.617988209609638;0.440036573025683;0.517327737179835
"greatest";0.475211790128584;0.595997784589027;0.430088103522644
"happy";0.510143330164663;-0.128134550025387;0.667694852860084
"natural";0.57115262351334;0.362777743527908;0.433157841528025
"pleasant";0.463423196504264;0.67637925444202;0.232836996220334
"professional";-0.0520389167339886;0.828721637258726;0.0775189025349625
"proud";0.568372937404308;0.541416577249606;0.196619362432369
"quiet";0.0317804218403196;0.265911094341019;0.933131349409397
"rich";0.287095169422167;0.427001708173231;0.322118492154036
"strong";0.352758446836464;0.163177355657169;0.773971284477515
"weak";0.522683500201392;0.484386874823879;0.408120567532711
"worth";0.552824377749319;0.33201933357998;0.362862833457188
