"MR1";"MR2";"MR3";"MR4"
"afraid";0.42890518075591;0.0308114316769024;0.524569854611378;0.375280078974483
"beautiful";0.453787560486109;0.410007400603384;0.182274409749264;0.0761395668259695
"best";0.575069635703787;-0.101540552001456;0.159146360778906;0.109908601324173
"cheerful";0.695958146626979;0.449128247377003;0.346560806385403;-0.165563515978907
"clever";0.325329093331709;0.346927820799757;0.521947527677057;0.124755016541458
"comfortable";0.442066477790861;0.0593545599093263;-0.170111430308795;0.292995457600077
"curious";0.153616113025664;-0.00104285464108316;0.730907806729185;0.143163762877666
"delicate";0.71360124699132;0.0556773973191711;0.267134016598735;0.315656405239834
"different";0.00932387968934518;0.828793593383592;0.170166259910267;-0.0104437190127533
"extraordinary";0.291719664603784;0.383424263329417;0.460036416070512;0.0936647990285354
"free";0.0781253158699905;0.52394429083729;0.584394002811562;-0.0831927774894087
"gentle";0.62245970037908;0.502157707491276;0.152419119282205;-0.0324592659591894
"happy";0.215296998922265;0.013274040622664;0.249548740484991;0.946056949546994
"honest";0.0326134225451393;0.351821328266394;0.747732805953494;0.0536647565518766
"neat";0.602797426928453;0.564893138516464;-0.394112913514118;0.172648774044784
"pleasant";0.155272603605195;0.562256881365368;0.294815172304213;0.453182201153419
"quiet";0.85017950852836;0.131556123648768;0.232533703297761;0.0532996621330676
"rich";0.520277705261873;0.33779574974585;0.231964566761364;0.132748251993779
"safe";0.382729479557822;0.162578429936675;0.434133564393686;0.158878321512933
"strong";0.0377334116779294;0.895190716310466;0.19915473764459;-0.0425801353182963
"weak";0.40222412226491;0.634521321475891;0.103841027256676;0.193776752671537
