"MR1";"MR2"
"afraid";0.806065779839323;-0.298844346584291
"best";0.160385699214516;-0.596260935857554
"cruel";0.606392776949004;0.0417244627021181
"determined";0.0532115485031837;0.472988947875663
"different";0.500134301713153;0.538290506415181
"extraordinary";0.0755713411546895;-0.307839413283087
"fair";0.59095946161745;0.454956598051793
"free";0.765855921694082;-0.0811997045617317
"generous";0.672901390327288;0.35634563096879
"greatest";0.908710254251567;-0.158940857873054
"happy";0.332885667247832;0.713500004454451
"humble";0.806557482186414;0.147624748957242
"natural";0.731305261760343;0.165785578669224
"proud";0.372780375073494;-0.0172754442300613
"safe";0.739778275514712;0.401179672161052
"strong";0.503937667008495;0.407798193683076
"weak";0.809164025686901;0.146461428845645
