"MR1";"MR2"
"accustomed";0.492945272793044;0.367399131110573
"afraid";0.346739889465644;0.436259669271811
"beautiful";0.427999132541067;0.566497719583857
"best";0.709993047137079;0.192784108732594
"careful";0.425441361256615;0.565678816955436
"cheerful";0.556477546071465;0.451420336279852
"comfortable";0.538434353538224;0.394634579283989
"different";0.503777801312018;0.60945746085169
"extraordinary";0.575954091757479;0.201385526187337
"extreme";0.549622307026688;0.273663410625789
"fair";0.676288061583833;0.131044831022989
"familiar";0.673106029009687;0.170697525492295
"free";0.509660913575815;0.399281520062106
"friendly";0.749899996339504;0.160192264241571
"gentle";0.516913720126877;0.578287632082211
"happy";0.261330175862637;0.535095740568951
"honest";0.331745660355266;0.603430742820789
"humble";0.270892472885124;0.749493024377415
"legal";0.349871583091526;0.349416245033559
"moral";0.699916090197881;0.273279556861627
"natural";0.399822642278748;0.592521893995466
"original";0.511413275586426;0.56708677559702
"pleasant";0.323395182775324;0.461520772644028
"quiet";0.640442828391515;0.215661261864784
"rich";0.487424976659612;0.497189135093542
"safe";0.074476499118043;0.52215794661449
"strong";-0.0239298942963177;0.723390057693077
"thoughtful";0.319393686243368;0.571728336432627
"uncertain";0.163228736259881;0.698956310824135
"weak";0.551230077900315;0.445465691425143
