"MR2";"MR1";"MR3";"MR4";"MR5"
"afraid";0.832019796302136;0.260599599832067;0.0695923969330246;0.115398521034027;-0.0695133565056717
"beautiful";0.764783507446201;0.394867235851135;0.197689942961126;0.047039806363304;0.382751054570995
"best";-0.148109538754549;0.662745336973498;0.176149466254163;-0.0491901543927172;0.246558953123065
"comfortable";0.228046878880936;0.161725535701935;0.416792600219472;0.278276202103873;0.245289953631859
"cruel";0.233299988873173;0.418725357845758;-0.195365453033987;0.609873141589879;0.305175118959801
"curious";0.0245829624819502;0.206208747265505;0.24729673704882;0.128696060605153;0.903009986121104
"delicate";0.617295321015269;0.0635432933325583;0.119671649887467;0.138611407563181;0.496245781752567
"different";0.731693428102561;0.246835086307755;0.308333377189675;0.0490168948243899;0.015230862396031
"fair";0.699670005630616;0.004636180378663;0.293625747154181;0.404399228470741;-0.000507619195582895
"faithful";0.287906994641509;0.590555998073696;-0.104154253777398;0.566644591992079;0.0161331188081015
"familiar";0.275543737590004;0.56610519786982;0.277357764896899;0.307144500396139;0.188848287565384
"free";0.438617059006204;0.188842043449879;0.106333909445629;0.376850613189714;0.307561018180054
"friendly";0.148630379979202;0.414414672979484;0.399900340767897;0.229518414681428;-0.0210600653403896
"greatest";0.438966962592065;0.400152655237538;0.371046760352827;0.276482828354089;0.106507770627093
"happy";0.456211425377056;0.0299453147606955;0.402159913341816;0.443970909247199;0.00317290690637965
"honest";0.449438859020718;0.16924905988763;0.682927333276146;-0.217723441547524;-0.0402005631495867
"natural";0.16657822578839;0.494281896495547;0.482746809301299;0.382896498883698;0.14911486527913
"pleasant";0.261450818033519;0.521385358569328;0.380893455149801;0.122705820159757;0.118872074230733
"proud";-0.0850207121598915;0.425149916878748;0.769246266881556;0.229429548486873;0.116185073103306
"quiet";0.00867150723628527;0.123226900191267;0.215362208023622;0.897157739983962;0.0636497017355642
"rich";0.43859883720133;0.0492030147863015;0.551929850627906;0.476287854730673;0.104266332127849
"strong";0.187354426652654;0.00834376885856967;0.557983138507317;-0.0154845668656379;0.20864064497686
"weak";0.324479652611833;0.728946290404174;0.0902963450502389;0.267637019049175;-0.0167445677596803
"worth";0.442139603558931;0.639160360409455;0.0688571245426185;-0.0261782532968639;0.0534575834352686
