"MR8";"MR7";"MR2";"MR1";"MR3";"MR4";"MR6";"MR5";"MR12";"MR9";"MR11";"MR10"
"afraid";0.609954327375685;0.434508690509904;0.0723885599159237;0.418249891214922;0.137654808541273;-0.177768986914985;0.212304503112191;0.00571327677822435;0.164790844581674;0.327650611963447;0.128163729264394;-0.0034409962942081
"beautiful";0.396964011272705;0.174571653875299;0.393908929140178;0.340801058966942;0.0430046244087021;0.351591829859001;0.186038494051065;-0.142227989772334;0.598687193176751;-0.000809923435915311;0.0474679112350436;0.0158292321308896
"best";0.0667327483356966;0.0839739160668157;-0.137489939116949;0.0455960377292821;-0.0531357879417497;-0.0559074527278067;0.0346695027924903;0.90299269166933;-0.0267273933852911;0.00198062936077487;-0.000262998646021424;0.00736061748826731
"cheerful";0.615664151873853;0.320797878088998;0.401601153926099;0.121667165982286;0.0774564602965936;0.167799167964041;0.220345492980061;0.234150641320785;0.236438907963641;0.161201368401268;0.0166261074983534;-0.24769851849453
"comfortable";0.37026707851916;0.684651752062984;0.0183450311448373;0.224153129300344;-0.30358223144514;0.175185744082307;0.22573103887021;0.248079096585323;0.091498603078771;-0.0896572334514431;-0.0268334562439458;0.30264648227221
"delighted";0.240555165874067;0.344776495301174;0.582490678855084;0.0545909878461068;0.167175810444323;0.489781480639489;-0.0747511850637056;-0.179265122972254;0.127971230369959;0.147848670962948;0.200554207900796;0.144059434292867
"different";0.336783399491745;0.193791266001131;0.138065631101731;0.838590480145478;0.120287012654411;0.261643089685097;0.1392727532263;0.102139966075619;0.107011929141549;0.0456544217074185;-0.0120424032189377;-0.0341481447980726
"extraordinary";0.261260670660275;0.381263433031065;0.195145624711729;0.46755154820734;0.403629062191104;0.196545000520698;0.369984657756168;-0.0183333853515553;0.122257646338509;-0.08799041378677;0.282676037389385;-0.0369635454916182
"fair";0.317252425821201;0.709829453694283;0.0925762287538254;0.16782592159276;0.197184224671752;0.356898565495818;-0.152183512292932;0.0659209142555962;0.0742677283687658;-0.0205312856907079;0.158555719748692;-0.0404339388677086
"free";0.150382675832323;0.209022449777545;-0.0526003367326284;0.2707840133045;0.332194790725065;0.245966368930288;0.811045543134489;0.106462240934171;0.0836454365136682;0.0806341838340318;0.039971852634026;0.00382030271858102
"gentle";0.231514088487834;0.232569772844164;0.155141786882682;0.248255778474957;0.371352993763084;0.228639757101261;0.260806651709466;0.498234145512975;-0.0362531358891594;0.456235131536595;0.0406639489487544;0.0143653097491617
"happy";0.0737237155380387;0.285806590797348;0.203569117657983;0.245322503784056;0.149560017671379;0.796502186846622;0.282275055574552;-0.0115370378448758;0.0973695752084439;0.0221852595853256;0.0178091315289399;-0.0228025174995161
"honest";0.25912645960996;0.233585797831033;0.0684653063496806;0.509652196854124;0.416993326060609;0.32546737722999;0.253885118349529;0.0533665178211978;0.067185478241731;0.141284745214176;0.44012143808201;0.00461519896097004
"moral";0.351281157371905;0.303657008064771;0.238244506592802;0.55258960579441;0.237828735001196;-0.00121131177100563;0.391582341726532;0.167828986640818;0.0440834749456282;0.126836922638568;0.0554060450524205;0.302910688814368
"natural";0.169360314601641;0.833684418178022;0.12013015899951;0.126310840113377;0.148718120033253;0.113730253334846;0.260041232231815;0.0717694014089828;0.0120160560168078;0.142848559959465;-0.0117231795695617;-0.0486967653766415
"pleasant";0.045911429308474;0.0588152079725422;0.307022700787973;0.156379007196118;0.900692766947763;0.10776724134308;0.217783763319423;-0.0263657352662954;0.0183687256540063;0.0443377387366556;0.02812604683032;0.016357813578135
"proud";0.698004523179705;0.253126450053408;0.213499876623011;0.271363896882598;0.190396864835349;0.0267953514665699;0.0372664116802208;0.272573507680903;0.0104664303778306;-0.0322734296450795;0.170735237821896;0.10138376072305
"quiet";0.94064892322839;0.170384902487628;0.143838618094862;0.166118143761051;0.00346548970719603;0.152036619645004;0.0695916838198022;-0.0293082389410162;0.0565048084703187;0.0186861490681423;-0.0342271692085272;0.0318542254464055
"rich";0.411163113844075;0.297024554203381;0.382301703102536;0.207764548742436;0.435408179839949;0.236505428720198;0.158647655456221;-0.0886297781155675;0.0174278315131455;0.266687726626621;0.111187008724724;-0.173294515214588
"strong";0.260607228958042;0.0920557283355229;0.802687900918341;-0.0265512340706738;0.212389841510507;0.0547034806769035;-0.179351072420355;-0.238900818003502;0.102962597383336;-0.0634904720871286;-0.0966877351399929;0.0178955622698892
"worth";0.0842879140855296;-0.0117106759023622;0.781401520215657;0.414739083093245;0.203894789841357;0.152143483210847;0.314919566607022;0.146692912466104;-0.00171372626775548;0.110879619482704;0.126264821222191;-0.0452538561853167
