"MR1";"MR3";"MR2"
"afraid";0.826155042120868;-0.000656667488990976;0.232840257600196
"beautiful";0.772378609782529;0.279208805051426;0.309861262375663
"best";-0.0879563484618729;0.472262662585055;0.327528607414201
"comfortable";0.329436953502533;0.445111944572932;0.202913506963923
"cruel";0.216111239138047;0.0537993890198045;0.820431568496829
"curious";0.150687873585594;0.411829920901866;0.271375820762408
"delicate";0.627672513781687;0.13213342662185;0.214730142844517
"different";0.787100439939509;0.230033016452575;0.103487293201609
"fair";0.761265933206841;0.140692500781692;0.206857953022604
"faithful";0.272605105349806;0.135114425240012;0.800489438561384
"familiar";0.332434540988846;0.483360425962523;0.507232341839855
"free";0.474003979306689;0.171828047295279;0.414490724349682
"friendly";0.240065057255999;0.488156379523229;0.263314897777331
"greatest";0.52204270372513;0.437821076384691;0.338174741415157
"happy";0.540773324936221;0.29434863939106;0.205216386844667
"honest";0.561839161888344;0.553818161410063;-0.27181125758417
"natural";0.272075779410017;0.64952831665986;0.432039859883874
"pleasant";0.335306099872453;0.523602280667113;0.299185741242508
"proud";0.0827086274492159;0.902737618502942;0.157760859077146
"quiet";0.137942697478104;0.279431420545054;0.54455259517657
"rich";0.563392230581422;0.444171533596606;0.207654448206601
"strong";0.310535427042756;0.490733144745001;-0.157707541905604
"weak";0.334929070081546;0.327350284567676;0.58285558464607
"worth";0.417107236990943;0.25555766066942;0.361877310837324
