"MR2";"MR3";"MR4";"MR5";"MR8";"MR6";"MR1";"MR7"
"afraid";0.122403353344636;0.72007888788612;0.41081509023215;0.0253368663622824;-0.0503830231448623;0.27852270480188;-0.156870921227013;0.0621228292821984
"beautiful";0.127191827316572;0.409695349044352;0.337093602870147;0.442162174002826;0.134726771699507;0.483136666092083;0.0833340830904312;0.0377972165007932
"best";-0.760515138775429;0.244744850157817;-0.293586622445619;0.160391896787187;0.18569998502913;0.0746900895737281;0.321261947892932;0.0598616093749879
"comfortable";0.0965142908912054;0.284169217333748;0.0965769508857723;-0.0204303405567478;0.0519126651510237;0.920671168312885;0.115842879439968;0.180654069830618
"delicate";0.0357076842844016;0.108363611135465;0.830212489390999;0.155729747400445;0.165466182881399;0.168492221333968;0.229206656790865;0.148279805256037
"different";0.290963945919306;0.534288444784771;0.0118443043219842;0.179508259701009;0.395895862108192;0.330232141749118;0.319716675135354;0.148004063559059
"fair";-0.0322019950399933;0.021054519838564;0.376551589801878;0.386406707203844;0.44956500339951;-0.0454015783140872;0.315674793915893;-0.00534452065131649
"free";0.321285704491786;-0.105002404395843;0.272364284380514;0.0985962085168416;0.512074296849111;0.5343710959311;0.253266581353882;0.126672057766269
"happy";0.859505875671457;0.000746733467765807;-0.0597525673543598;0.0975630261939185;0.321708053160525;0.0373298118436806;0.217681468742799;0.262315651387281
"honest";0.271532366378082;0.264375474171179;0.311448090362461;0.436314092249751;0.309569748740551;0.0882523418610097;0.0018577373581498;0.439242929736916
"mysterious";0.4285536038201;0.426935732552005;0.613062069488334;-0.12159426066003;0.136357946704166;0.157322465612911;0.224917225877321;0.0756980991973307
"natural";0.102282033669045;-0.0480372712589171;0.0552197493997845;0.889697386358224;0.182530220959705;0.0638249782212259;0.102658961879445;0.249597835415917
"original";0.12181260802709;0.198489829489338;0.18441003495949;0.0618939594112115;0.276338621346989;0.112190410191522;0.862546937060474;-0.055931374543312
"pleasant";0.114096260600969;0.498062096642494;0.268401445465921;0.676931919358348;0.233880112012647;0.0213116603515042;0.209437168827406;0.0861177844992282
"proud";-0.0711221787409478;0.750317925046325;0.0652344699328298;0.0890684169061143;0.0830390487856802;0.0879616668761971;0.205385950661549;0.151858968982821
"quiet";0.67242149827508;0.230522042712173;0.0387587663078652;0.160962942965007;0.37953686570423;0.261945163286888;0.212199103946713;-0.0274425962966455
"rich";0.194026163184598;0.163152760912109;0.137973101124543;0.25093203024338;0.888114165491668;0.0597389562807435;0.217495083152327;0.1406467316458
"safe";0.086850881826529;0.0354139854504995;0.246183265303331;0.302396999811598;0.134932357947207;0.241184434212002;0.647066948572237;0.362217593828967
"special";0.355793866345087;0.212775464119583;0.179104155746587;0.287737907989135;-0.106076276721319;0.382002005930689;0.238896714324998;0.236543250180041
"strong";0.235915478892072;0.258940789790519;0.679574186195255;0.386952947156703;0.0699159966692909;0.0757235097831226;0.0588691928301901;-0.271396031198756
"weak";0.1719328501107;0.224171825781774;-0.0380950873806198;0.240223395685608;0.110497068735067;0.235945105559399;0.0824082368812047;0.859378276818516
"worth";0.721481028800982;0.191188305431969;0.201786709148402;0.303058108453778;0.0575971179175725;0.239965649135989;0.086222586070516;0.132012952544314
