"MR1";"MR3";"MR2";"MR5";"MR4"
"afraid";0.910643921784318;0.127636782808182;0.166480711339306;0.171951439689634;0.241392109234222
"beautiful";0.817864548275957;0.0909896420555021;0.310784113612175;0.123211308314834;-0.0514571390735245
"best";-0.0551387184229383;0.0441683774754218;0.0642002320792693;0.722865787890377;-0.132520081708757
"cruel";0.187829780336596;-0.126608474844652;0.954221994279424;0.176711571229511;-0.107579200184218
"curious";0.796525574496279;0.171956213530718;-0.00646240128352122;0.387439347283352;0.341692594832148
"dangerous";0.450538544783434;0.0846847472172022;0.263941660624181;0.374672092344544;-0.764036406629853
"fair";0.573885891078688;-0.332803186077685;-0.0852981474360659;-0.0882096488701909;0.00474426574331699
"free";0.696174974650571;0.286496128821753;0.210872221309523;0.0548838786143305;-0.0113722655339351
"greatest";0.61865790409631;0.720610550445653;0.0416786467801264;0.0535953372711413;-0.168000448203717
"happy";0.271331884913522;0.115039363758474;0.416334658989899;0.619628034034229;0.345768582624637
"natural";0.834380073150558;0.241437733026043;0.0389561807519595;0.0123404874704163;-0.111676734943406
"quiet";0.745702098734832;0.321085406481114;0.167564244794025;-0.250902055599982;0.184680072389776
"safe";0.368212999393661;0.145014926136987;0.0253419045309094;0.0809339616714133;0.557656564120167
"strong";-0.154022804323821;-0.881998591978258;0.139746009041379;-0.0918812182321232;-0.17703755516635
