"MR1";"MR2"
"afraid";0.608088587612392;0.544854203257718
"beautiful";0.439400403781375;0.549667139172836
"best";0.0727980744007577;0.616902546200255
"cheerful";0.588862238835088;0.464777526748427
"comfortable";0.614031289292285;0.628189578255215
"curious";0.343497448113141;0.823651465750657
"different";0.500536954794;0.688561885364153
"fair";0.515916531363468;0.372979657785501
"familiar";0.685329935204956;0.331022097727368
"free";0.752854219172638;0.53204697650715
"greatest";0.567499607592488;0.664567171488932
"happy";0.894966984833932;-0.0927761557321805
"natural";0.653424718821271;0.465086100523872
"pleasant";0.400986062904851;0.757706404242221
"professional";-0.00406092601486835;0.712333922139146
"proud";0.449786354970537;0.659241971250607
"quiet";0.648304310008492;0.20872500494965
"rich";0.371530390308074;0.473247000193103
"strong";0.78894258297802;0.184702660387936
"weak";0.602467867097362;0.560792682499464
"worth";0.608541892954774;0.418532657008009
