"MR1";"MR4";"MR2";"MR3"
"afraid";0.103051802447775;0.821162820392343;-0.156147378772976;0.148033140288388
"best";0.0116944943875483;0.294402919390761;0.0323910182706318;0.813608359073887
"calm";0.0632132405273308;0.664886885419143;0.470131393857131;0.256335829465391
"fair";0.395069153343209;-0.0970112610463907;0.0506297245995031;0.513634028510547
"faithful";0.882376431148284;0.151200529796748;0.0395912346232666;-0.0576134542260263
"greatest";0.352955821130208;0.0168387247145077;0.0633171676318129;0.155078050680184
"happy";0.461427093536158;0.751486590988841;0.0870916040093657;-0.107949324423518
"honest";0.506173133170134;0.320933196527947;-0.141086438502153;0.13139179288829
"pleasant";0.100943037597862;0.508213471243393;0.677627847350222;0.181821873361259
"quiet";0.522802767463173;0.219588861924489;0.150206996156982;0.00146090487148906
"religious";0.461341869192375;-0.207514217908633;-0.400358333937061;-0.0295250049028727
"rich";0.629713240163258;0.29093646759768;0.239467086057204;0.397558780315647
"safe";0.000202999254390491;-0.177377806553881;0.876864573699577;-0.0892467695380845
"sincere";0.470739808128705;0.111002684329572;-0.179459672764209;0.11406344236254
"strong";0.184190478998001;0.566189869083409;0.0192909889789661;0.0499530984739521
"surprising";0.0355115249798433;0.705668220602953;0.247852878105332;-0.626905640876529
"worth";0.858644712204497;0.149822930352337;-0.0513025985101372;-0.0315964433276559
