"MR1";"MR3";"MR5";"MR4";"MR2"
"afraid";0.59250447358767;0.321153794327342;0.649319941989676;0.146544463090639;0.102438044791734
"best";-0.119742541380123;0.511839349636289;0.334238305491499;0.12667029840391;-0.580338307146546
"capable";0.521841261508561;0.488598584850461;0.326845912316282;0.171248600030845;0.293068165515786
"comfortable";0.398357306707211;0.315096357427363;0.563582965578478;0.460270365017579;0.0778644495588171
"determined";0.208254423706106;0.646476723967478;0.32666688113627;0.433169816345795;0.0815068218868698
"different";0.675373521645389;0.406918557753381;0.109914029255724;0.438587744586767;-0.184591895501858
"fair";0.308266504613078;0.127773603877038;0.201010659258539;0.874175772511172;0.117179930997308
"greatest";0.23574358840692;0.291733333771626;0.762115080406261;0.316130120542858;-0.0475553328290748
"happy";-0.0167594954593942;0.107022073490353;0.0555227726065621;0.159181352141298;0.862796676692912
"natural";0.350941181274944;0.709700541574281;0.241120558904302;0.277639896058054;-0.200014188128833
"pleasant";0.508363336654656;0.362728490546746;0.706080461658623;0.0881728061967916;-0.163731913388644
"quiet";0.26236976005305;0.629103701410009;0.373805470870904;0.561461969270584;0.0875498678044684
"safe";0.925129746391708;0.0437622258298968;0.259278862261975;0.19642700989183;-0.062033641853425
"strong";0.576322582829377;0.272177579693506;0.21647900221552;0.489539094011747;0.190943221794182
"welcome";0.709213739398776;0.305481965384714;0.32188129268649;0.237915015841129;0.155073037305889
"worth";0.20142512310643;0.824949348626636;0.200122853782971;0.0223401729583044;0.0777184854477524
