"MR1";"MR2"
"afraid";-0.419885985830424;0.209994510368425
"best";0.152871885295286;0.424035091605678
"delighted";0.767853408288375;0.0747767888580415
"famous";0.64798460633472;0.186035827181605
"free";0.672469362796684;0.53923681289093
"gentle";0.141717539264994;0.511825481215382
"greatest";0.684036216122241;0.128418311186108
"holy";-0.251072095126124;-0.3674509346575
"honest";-0.157080804209431;0.503570853758576
"pleasant";0.778115426455208;-0.0671852113120529
"reasonable";0.587424928919848;0.200322266589588
"rich";0.258510837220704;-0.577026997110939
"wise";0.623672636144815;-0.0980002922706953
"worth";-0.516407569041594;0.4313095664628
