"MR1";"MR4";"MR2";"MR3"
"afraid";0.623712308253219;0.171931479858026;0.61318584839321;0.104114733360465
"best";0.0129824939129105;-0.139957956008798;0.738556764690338;-0.172651963664104
"cruel";0.655794515845195;0.0979468631020026;0.0127730625100854;-0.109710546878662
"determined";0.0694468158130476;0.327401250217624;-0.320357906938663;-0.0109168372592804
"different";0.338876744918633;0.762671227096784;-0.0530463061440574;-0.0193697806775741
"extraordinary";0.109904033863513;-0.0362822663153896;0.353588462153624;-0.800943811482417
"fair";0.590591186173367;0.337054133445406;-0.241331029375688;0.323116379804031
"free";0.686675356792593;0.126075082336685;0.279571296564025;0.191434430068461
"generous";0.628001566010738;0.403043965729823;-0.0745685341014942;0.0958242877732567
"greatest";0.843339631500573;0.0441516696375851;0.349580617144704;0.325243583000343
"happy";0.247278537106581;0.71631916104281;-0.2909146560523;-0.0179526846470358
"humble";0.797815534677424;0.211042482779172;0.0230051921279877;0.149143534058027
"natural";0.8460688179489;0.157644199368058;-0.124525961184662;-0.169311506318947
"proud";0.280143209261671;0.0805791524010576;0.197048743258583;0.377777895482542
"safe";0.713367396577237;0.462250193206491;-0.117411067575317;-0.0149717911248689
"strong";0.172156638257532;0.878986665341669;0.273472450075661;0.378941840811335
"weak";0.750902778907466;0.309303399426023;0.116086308006572;0.0438038250719332
