"MR3";"MR1";"MR2"
"accustomed";0.777586454263793;-0.0374005247725811;0.418601006284092
"afraid";0.491630234729986;0.435231714803095;0.243617701340776
"beautiful";0.618445912399779;0.252441388277919;0.187023032638848
"best";0.22123283059253;0.802554578280177;0.221643830895626
"cheerful";0.473032911742375;0.36740874311699;0.528620840167764
"curious";0.340234776133094;0.647510328864276;0.4326415727222
"delicate";0.145808493094365;0.463935285347902;0.502160069822708
"delighted";0.444518299171101;0.383384360443797;0.216424871410397
"different";0.639572864047604;0.479053282083353;0.0679513197248941
"extraordinary";0.462535832487095;0.261795389239175;0.409567634327665
"fair";0.668027614493834;0.187584295555524;0.0956434565338219
"free";0.335772492576403;0.394642555732618;0.574060002046654
"gentle";0.243779962376253;0.773053300539969;0.456610517340342
"happy";0.11722559181231;0.0113784347800138;0.701541842217362
"honest";0.327801126144387;0.627539628397582;0.402056667232798
"natural";0.67750263526211;0.110380599427301;0.610211613974851
"pleasant";0.529129477156473;0.744436746126713;0.0547724339597268
"proud";0.090745138039815;0.263124834394355;0.715158610574123
"quiet";0.818091531322875;0.380384228616551;0.0500756199567501
"rich";0.695411841352573;0.296238776010263;0.339549919252483
"strong";0.527008214619639;0.310231805242551;0.272025219943844
"thoughtful";0.215398856127232;0.399154448866281;0.77636121388289
"weak";0.334262745232053;0.267662151163109;0.57028467186225
