"MR1";"MR2"
"afraid";0.794880178398382;0.223121845784389
"beautiful";0.508856226627472;0.619587958000582
"best";0.400865448285027;-0.441850798350627
"cheerful";0.697285392676642;0.416025865889665
"comfortable";0.738586838107838;-0.0487461680117494
"delighted";0.325965018345943;0.773218862771921
"different";0.742796727122811;0.322536186038108
"extraordinary";0.722864287620122;0.472600957006557
"fair";0.609001853358985;0.322664304666161
"free";0.679288980252234;0.178833991767296
"gentle";0.727800576240397;0.178181981634842
"happy";0.497869272315367;0.477257054456349
"honest";0.716950838265166;0.409510251920214
"moral";0.815205157773078;0.27087257757187
"natural";0.686311881859271;0.201331396530658
"pleasant";0.313566427896508;0.557479352150305
"proud";0.715109579601014;0.249064022643216
"quiet";0.600679817499046;0.316785253646524
"rich";0.549206487450214;0.668716290565939
"strong";-0.00648503271457732;0.785523722892935
"worth";0.421375412705165;0.62396047537424
