"MR1";"MR2"
"afraid";0.601744495463043;0.310393188571297
"best";0.318784632319267;0.596714268932882
"delighted";0.928070472466606;0.226201496254337
"different";0.526845900079919;0.0198549812573365
"extraordinary";0.802313817363741;0.310755590425367
"fair";0.771709538006811;-0.000886177470135584
"happy";0.402467497610786;-0.942670281629918
"natural";0.647435488822215;0.562167637539855
"rich";0.181492930600479;-0.00873090929808426
"strong";0.481599601001671;0.413599761544907
"worth";0.640586771799531;0.1516361909948
