"MR2";"MR3";"MR1"
"afraid";0.67630443508023;0.0571537836910597;0.0432119002481573
"beautiful";0.76224294973961;0.204519071293456;0.328883343439829
"best";0.173409475972681;0.19483034777173;0.777286022616668
"cheerful";0.100802466395098;0.73572544232525;0.238678834188987
"comfortable";0.199546113805225;0.517647901745427;0.262121450532071
"delightful";0.188351169905216;0.381406993038196;0.549380547677929
"different";0.530838698645466;0.38956829469361;0.577497898423642
"fair";0.299650851077446;0.496293144658987;0.429572665904706
"happy";0.23121511204018;-0.179003441623366;-0.937613368271156
"natural";0.738331094011325;0.497796221552879;0.435468344147223
"pleasant";0.675248970520075;0.342930890174856;-0.247220337484733
"safe";0.319167516147725;0.517983729664095;0.178794526110777
"strong";0.803072354643967;0.229073102363098;0.0475965414465109
"worth";0.217456788589416;0.937101101364568;0.121108557931043
