"MR1";"MR2"
"accustomed";0.521939059947241;0.455616132234639
"afraid";0.137692345867897;0.495490318236125
"best";0.170653746327993;0.0949809872744792
"cheerful";0.27204562814024;0.540873643620923
"different";0.643639198593163;0.572845087966389
"fair";0.830169494322264;0.158588911462579
"free";0.526046687031652;0.612505582386106
"gentle";0.157793923966186;0.869867063561927
"happy";0.724376186850134;0.218367832772668
"honest";0.633427065714058;0.149662238522453
"moral";0.247527148129462;0.717394129960506
"natural";0.522074935346975;0.239740501235446
"pleasant";0.613771095150435;0.359586396245905
"proud";0.273389490838392;0.856710225600366
"quiet";0.651114165751432;0.160525527859319
"rich";0.361143795884063;0.344028540797988
"safe";0.7258871067541;0.476983702495345
"stable";0.818716148712117;0.285751133552447
"strong";0.245875614200963;0.505941905803369
"wise";0.544267406851473;0.386563747318815
