"MR1";"MR2"
"afraid";0.889073144406596;0.337467223657259
"beautiful";0.710779004539751;0.533611671560846
"best";-0.0594278923874472;0.399515413365524
"cruel";0.0652924321315025;0.734093859325268
"curious";0.820312977664665;0.24863992069004
"dangerous";0.218266704935505;0.688712923364771
"fair";0.326949101150866;0.141462522108005
"free";0.720040133928823;0.308316426063394
"greatest";0.771697419666606;0.129680187141059
"happy";0.342498147788157;0.443512430642051
"natural";0.784744134521983;0.267301709237515
"quiet";0.829398231691402;0.0287259105468745
"safe";0.508950087557387;-0.0929205644010783
"strong";-0.515066771977041;0.213428885668476
