"MR1";"MR5";"MR2";"MR3";"MR4"
"afraid";-0.00426960640448589;-0.635210010944326;-0.0956921185198976;0.0496820843307909;0.117709507260625
"best";0.146266034695633;0.20666899788849;-0.163537176673883;0.67804581473083;0.0861654084367191
"delighted";0.638685928736867;0.431765494842597;0.0929176732341958;0.0884100274109037;0.0520724972968006
"famous";0.572318574805037;0.303889653748883;-0.0210556203021252;-0.0301878348582736;-0.217153953542091
"free";0.656542978306418;0.272617110358297;-0.184202023566297;0.189517401606167;-0.341691049162374
"gentle";0.517430293417779;-0.274556781295244;-0.134742233204447;0.534857200377883;0.1696255159985
"greatest";0.688616815498838;0.187975071335432;0.143924290394279;-0.102058459135695;-0.28503209025093
"holy";-0.261595159917531;-0.0579089669507144;0.207647049174838;0.0399961546503018;0.912651031792594
"honest";-0.0794894773029448;-0.0143721504231063;-0.677280286102573;0.0630047649001214;-0.243476640397036
"pleasant";0.464371012170484;0.757511052219871;0.108523199310657;0.169891585356646;0.201864346373176
"reasonable";0.758634656144456;0.0339003058371257;0.106818490069074;0.054937816547246;0.0383074827437577
"rich";0.045548040019337;0.143569356367751;0.983066397767493;-0.135546551066176;-0.0526432758602367
"wise";0.272969522217118;0.660554344235794;-0.0200027181969772;-0.0790266129147543;-0.0730959325466201
"worth";-0.350724461821857;-0.472660572524624;0.0154681637294856;0.77130481733781;-0.277563258802851
