"MR1";"MR3";"MR2";"MR4"
"afraid";0.206634832440866;0.957894165031508;0.160626726532313;0.0860453892568515
"best";0.383887718588162;0.146254593471602;0.524982182179241;0.274541314913792
"delighted";0.757772918980373;0.484923218647988;0.0169699483376838;0.184757303509765
"different";0.0582709631136845;0.881962113478275;-0.191246336273356;0.219586525714281
"extraordinary";0.755062620139393;0.288668199437641;0.141987461246195;0.455909827312785
"fair";0.878711623580524;0.270940437724631;-0.235946679920249;-0.314522944320331
"happy";0.151691026157823;0.0196922521770273;-0.985567425693735;0.192171855037026
"natural";0.730415282627977;0.200805961760303;0.438720253836906;0.287624668518944
"rich";0.0274851774425617;0.0642754633256688;-0.0501732030197133;0.718431644011776
"strong";0.331626732795496;0.63991004166451;0.303522785485714;-0.23769854863906
"worth";0.882983281368553;-0.0287631781353425;0.0159990789870018;-0.0406794411322221
