"MR1";"MR2";"MR8";"MR10";"MR4";"MR5";"MR3";"MR9";"MR7";"MR6";"MR11"
"afraid";0.302934993002707;-0.0927691863919217;0.0447902596530373;0.524521457799049;0.321378977467406;0.219600238816448;0.146172757848951;0.252885964299298;0.347328682949511;0.0604526219747366;0.201496847143129
"beautiful";0.164263722029474;0.20595838389765;0.777262408171305;0.151765952113548;0.0388130276272382;0.116904779788619;0.063206628484533;0.0682075983668699;0.20649029132657;0.145226736994078;0.00821181559067941
"best";0.201062233873388;-0.0582345498199553;0.185237545997459;0.202051511270548;0.0772620703376989;0.108472376866468;0.139802085520583;-0.0131077305236075;0.00621159123405298;0.916908365921595;-0.02299253627623
"cheerful";0.658695119391739;0.276481359550938;0.285253542752714;0.289807334977108;-0.267539358650785;0.241829319004891;0.196472072671267;0.227362351941739;0.048333312346049;0.0957299893029843;0.229866369490522
"clever";0.600168381317977;0.296773132148903;-0.0410885932854922;-0.0320574660477052;0.160482314383302;0.0733575766727304;0.38261175004226;0.217050540482807;0.23175101950135;0.081163981496443;0.164632877230313
"comfortable";0.129434351852335;0.0145026674566827;0.0747209724923;0.0181422186232791;0.163951679110644;0.88415745515295;-0.00539288997909981;-0.058387395027869;-0.00527117712854317;0.0586995065689169;-0.00916448696504503
"curious";0.132980533375416;0.0874255452010407;0.0737872758389585;0.186226854802183;0.160289139744966;-0.0179812076392581;0.84784162817483;0.0646848785654324;0.225491842794063;0.156505604109289;0.0109717253816896
"delicate";0.613453586238183;0.0119489078546547;0.0940245422358537;0.207551165220407;0.295398383139183;0.379639519816045;0.287079349402773;0.0737709026261283;-0.0840656570397744;0.236887356046127;-0.0578102306150917
"different";0.0802265267397783;0.925869107031627;0.190042282132236;0.128578135681671;0.06000751976997;-0.0115043024489112;-0.000316076059587646;0.0449357547519702;0.069610941165477;-0.00825611934325554;-0.105124829275224
"extraordinary";0.29078591463507;0.17802089566481;0.174623229434237;0.260519152808748;0.0951648363961138;-0.063679682617703;0.0853016574102844;0.854596633427683;0.173741184826024;-0.0217695982146329;0.0387108251321118
"free";0.327526170144164;0.49395448265962;0.126933548758526;0.306265703152123;0.00840086214915594;-0.16756288144363;0.210607279914445;0.0669475563620446;0.346327692546913;-0.160343057575066;-0.0277289006726707
"gentle";0.609747756745258;0.38498139048208;0.233877291390446;0.176161357100665;-0.0260404810519146;0.303504217543683;-0.0673447958017771;0.203000865881793;0.105558923016439;0.063193302359284;-0.227894440657147
"happy";0.159228421509301;-0.0174437107992059;0.0552637661714902;0.145252821904491;0.905862041556985;0.226661585001697;0.170160514384093;0.0586203880479243;0.0625998422158854;0.101368139426623;0.0171564057037983
"honest";0.120524549082123;0.33051108493212;0.160408619046219;0.107904774188764;0.0996110850967585;-0.0403786123981587;0.402173226859949;0.18360794016054;0.7970983192586;0.0178290485226336;0.02618495918227
"neat";0.288497030863412;0.346728090390394;0.406552457035076;0.0404380233779552;0.0488846557642566;0.46493284027601;-0.393492212822723;0.0891202865009812;-0.10064538104023;0.205890572059265;0.130055701239819
"pleasant";0.18699259629372;0.350993390468438;0.373919702880667;0.284257472559317;0.489169721402462;-0.0403089427382004;-0.013217146111392;0.195508934824878;0.11290659094785;-0.155350354625886;0.488744011188463
"quiet";0.5745134595683;-0.0686949365042839;0.508115853521375;0.433646611545457;0.0284048736456503;0.189519648876039;-0.00660060894849521;0.0637723429559684;0.0899717468311104;0.238000288913216;-0.0703471531300521
"rich";0.790175687884319;0.157617043964724;0.173955785255015;0.0356264177024093;0.21825680788235;-0.0180429529529185;-0.0270192337012189;0.0949612383096776;0.062415923300896;0.0712949733827107;0.069477676080604
"safe";0.100189395399228;0.185416212801862;0.148791677237791;0.849386363445564;0.13505890500457;-0.00761699283273518;0.145495372280511;0.153603930826479;0.0297012669327145;0.204848870217143;0.00708949969939105
"strong";0.206979503842169;0.914427664719337;0.083437202468876;-0.0346016111348457;-0.0595965967440827;0.132631433437145;0.0887104252015519;0.121160878693345;0.131211246692793;-0.0235192301719813;0.226615095878086
"weak";0.321405812437524;0.435374263454453;0.618647633941239;-0.010676757702475;0.210448984676127;0.000704745989587072;0.108694923838605;0.35378305173582;-0.266397014035862;0.0846309643108571;0.177590254484875
