"MR1";"MR2"
"afraid";0.250173825334039;0.641816571707492
"beautiful";0.470747151566334;0.41428511214753
"best";0.00467559776541511;0.601711906884657
"cheerful";0.599197327865634;0.546585302267028
"clever";0.543728575006965;0.411852230058493
"comfortable";0.000930967292954683;0.440294543474028
"curious";0.295112799808935;0.354659717311714
"delicate";0.184362840853555;0.822058986924044
"different";0.826877842355167;-0.078748950581882
"extraordinary";0.550462281751231;0.353097434961966
"free";0.717192095380773;0.105691358058108
"gentle";0.558965577562233;0.484902195199994
"happy";0.106125768263457;0.539699605945233
"honest";0.593309953865432;0.193890655372615
"neat";0.357908450843432;0.381729412466845
"pleasant";0.593631557995427;0.316104309109908
"quiet";0.273496154742047;0.785711109505301
"rich";0.429499892388785;0.518741378151123
"safe";0.341838366463008;0.482914044598585
"strong";0.901689483779015;-0.0686235955748916
"weak";0.626022860445472;0.362824197908555
