"MR1";"MR3";"MR4";"MR2";"MR5"
"afraid";0.54901055151191;0.0685072631840195;-0.00351778518759842;0.653021906156561;-0.0145846865203585
"beautiful";0.352273593530088;0.313578729586615;0.188452967413193;0.0656063489522311;0.434401851347036
"best";0.314372252929126;0.136676642116144;0.800090571903323;0.143199953927035;0.244858490164831
"capable";0.600884851943975;0.292570012351586;0.151613405901127;-0.0607015081414724;0.114912473436532
"comfortable";0.658370166138437;0.0141099533744125;0.38807298195179;0.286094989856837;-0.0214188231902017
"delighted";0.269099749352062;0.720172587248599;0.335314208487642;0.158568409666787;-0.0764266264262775
"delightful";0.602528181459997;-0.121155469253592;0.256113003978897;-0.0333484849128103;0.109084343303572
"different";0.0173234182421505;-0.0377077763270249;0.00186511047787895;0.117306106995108;0.569133173589935
"extraordinary";0.52643480689519;0.260076183035177;0.144541885558467;-0.150511148432519;0.0308480559062687
"fair";0.466619145200965;0.235437918423554;0.625243988170183;0.383652622202991;-0.136478013862542
"greatest";0.601964339712797;0.49926314744395;-0.0238950399005047;0.0989100130458207;0.222135751260577
"happy";0.262207386612715;-0.0360368134078591;-0.000319890780148607;-0.866650300483954;-0.207918937074248
"interesting";0.416504483268158;0.346362685569263;-0.0417123446455356;0.0860274649492214;0.152380421774782
"married";0.664587802290384;0.213651283781236;0.281557566009451;0.0795421500234815;0.167455192140513
"natural";0.753726768362138;0.120769414970608;0.0956334690852354;0.100580692323512;0.0478854320884334
"pleasant";0.106612772823671;0.222258737656983;0.691294685755821;-0.20581102181377;-0.0781251229738554
"pleasing";0.228315777113838;0.685081945272247;0.172877583611762;0.124618401922539;-0.0332728508824397
"proud";-0.0908039915906878;0.634534136974948;0.227595767120878;0.107535441383798;-0.08236637200221
"reasonable";0.32274455003134;0.186156824454221;0.485545706199363;0.211405907991902;0.324588209689702
"rich";0.414966651645813;0.183062298664689;0.155749423432855;0.721559723727217;0.347715759343708
"strong";0.565301738255886;0.053893022381276;0.254898804146533;0.329147224626493;-0.146913170719909
"superior";0.390990082932572;0.511610906987441;0.102338580691602;0.237673935573184;0.330463019752173
"worth";0.082581314088149;0.702250404442736;-0.0384038807406053;-0.201140802438257;0.158664907777779
