"MR3";"MR8";"MR7";"MR2";"MR4";"MR1";"MR5";"MR6"
"afraid";0.369089652663174;0.720688873959652;0.368979845907534;0.0341443863604224;-0.0629096863363309;0.302707617992734;0.0216043465006364;-0.0193516341682678
"beautiful";0.167693366913123;0.50097307894649;0.144483171485351;0.3745394733597;0.492805369119757;0.322455051060322;-0.161612079981675;-0.0655871450179923
"best";-0.0161851594746906;0.0739428182443927;0.0936126738795521;-0.197553162671225;-0.0546672261457677;0.0597988692674079;0.879156618582813;0.00431301328078151
"cheerful";0.25694436814727;0.698435074328188;0.262598922995083;0.352939118153094;0.265344714497164;0.0119246962117086;0.24094370478206;-0.132645711645964
"comfortable";-0.172630026709067;0.392279206343399;0.738617976957693;-0.0253744078487379;0.24926855534011;0.380453109737345;0.238972376340342;-0.0526265496574045
"delighted";0.225851309830637;0.242188699256162;0.289218734271118;0.619260936447879;0.424863225846588;0.0601049414173266;-0.128998976063413;0.205190660931412
"different";0.351382905049101;0.443868426747126;0.134772241407236;0.0847924862487314;0.336704927214248;0.571115441378335;0.109289492061885;0.0753728408047009
"extraordinary";0.615437780581598;0.320370260594168;0.305660159387961;0.127061657689074;0.286821824307171;0.408792198408704;-0.0499477229250871;0.0682884595301883
"fair";0.214534354689572;0.339817459957615;0.614176929254964;0.171135903778714;0.305730366570074;0.037141564430691;0.0596577188391978;0.459625219053169
"free";0.663617830905144;0.194601489311801;0.260625610153592;-0.185435948324327;0.35847129853169;0.261471119494331;0.0823799991248706;-0.379399770334786
"gentle";0.598785477529888;0.279856546121996;0.219179113598172;0.102873110878919;0.180702413042954;0.102088880076851;0.511020029775139;-0.0307222404146915
"happy";0.333009526033669;0.0848216527581503;0.268245507584811;0.182008287593436;0.841253719427743;0.132869585426196;0.0154058189401978;0.0237970665447542
"honest";0.673114712861211;0.319025764572151;0.155790111161028;0.0143942319281016;0.350623809569566;0.388503834232356;0.0449467831265457;0.236794222230156
"moral";0.470476844637023;0.396627083172661;0.308849831008582;0.146157110454414;0.0599369706518931;0.596499977140104;0.171831759421212;-0.113811196026541
"natural";0.34811146019633;0.231790545307332;0.807529558757157;0.10198253734889;0.137861342035729;0.049330367389153;0.0800521772471365;-0.0284323695248627
"pleasant";0.827755265049851;0.0322423169347322;0.00079393947704173;0.323926323278167;0.0633087675408715;0.0627423694638314;-0.0402294033692368;0.0485132350105686
"proud";0.239731295741929;0.68095613751893;0.199656288954817;0.200932203504915;0.0209824497696771;0.259318913755585;0.263575195690038;0.177018409970801
"quiet";0.0515180305346817;0.885270991816304;0.161958517449039;0.169970137759056;0.151049267498006;0.117395261029414;-0.00253948696515836;0.0376692939812473
"rich";0.613040340720984;0.457804392408997;0.210777062523508;0.381423383222787;0.216737150502359;-0.00229316334563589;-0.04802875331428;0.0714898243621588
"strong";0.0847697810561029;0.226585528894162;0.0297067158540772;0.88957497869639;0.0184204593383875;-0.0000664834213965398;-0.203102836351791;0.0454895634836079
"worth";0.470239745326068;0.139304257167422;-0.0446382368451492;0.626831140317808;0.234642823158218;0.395656950720952;0.187680360827091;-0.175832766157611
