"MR1";"MR5";"MR2";"MR3";"MR4"
"afraid";0.404484772952233;0.369225753053674;0.0348840110231186;0.447607714528594;0.138590570320205
"beautiful";0.164994216887434;0.725187934570259;0.140959502218311;0.147052945786639;-0.180402752921374
"best";-0.277443194133086;0.0311381893436485;0.507121595875058;0.535012549171944;-0.0481552763909624
"careful";0.434249505051452;0.0610473336586518;0.498499737171228;0.317249476811141;0.279626647307902
"cheerful";0.149474171704783;0.624482747064046;0.498477962446213;0.0929624897818119;0.323869393023866
"clean";0.386446810746092;0.313478204729063;0.22810669139254;0.335411740274269;0.105126912418398
"comfortable";0.314389659395951;0.174456734944795;0.588614227295301;-0.0141290678453792;0.0962677793259533
"curious";0.657985798805789;0.0269620894849289;0.175564190272203;0.0562422805699597;0.0156700261836724
"delighted";0.500675096278815;0.52153164893585;0.179197944842336;0.27793720360264;0.055186258067875
"delightful";0.289655031156678;0.0154538639211197;0.629506206690346;-0.0243581435730015;0.097612548197703
"different";0.346505655070232;0.28423551683989;0.37631349034519;0.370012116284099;0.133164098465957
"extraordinary";0.322328632859903;-0.0146676852183985;0.157947830870313;-0.0722052328282218;0.420831689559057
"extreme";0.64250626604955;0.0780704099297749;0.0715447336852608;0.284245506892096;0.27615003411517
"fair";0.332735977754174;0.000526019030484606;0.158281537256862;0.302222714339023;0.129082317434481
"friendly";0.37622265521682;0.0311623634828777;0.342449975866707;0.477551831053874;0.165463407631541
"gentle";0.452847372287763;0.509316293962427;0.306273059943221;-0.0523321984161709;0.0102268909432522
"happy";0.23732607449016;0.163834380153566;0.321929771865861;0.1557233557711;-0.386692694968208
"legal";0.176093129392036;-0.118992664544583;0.0756369576640549;0.569979317397612;-0.197715802732805
"mighty";0.337242572078261;0.323498913625328;0.254980714910545;0.331652214639418;-0.138243912995195
"mysterious";-0.0471404248067208;0.229755867161741;-0.11839704080831;0.740715232411658;0.212061449757613
"natural";0.370111503921676;0.402134900514358;-0.0645228265615546;0.318028994673735;0.219190073202598
"pleasant";0.0195744979510253;0.573768632635378;0.1589832380841;-0.0854835720214954;0.346584483529157
"professional";0.108873744906783;0.0942957253363895;0.00244129885706658;0.133570659615676;0.72769353655476
"proud";0.306261832813467;0.386426337205235;0.317758850162167;0.0689245528498236;0.478789006270212
"quiet";0.659379490551033;0.264923479541944;0.165796039592307;-0.0242271280062545;0.19025649421371
"rich";-0.00957299105772655;0.289056336099808;0.615732522062276;0.077475860082504;0.0169362132481512
"safe";0.0196306285414256;0.374902790257046;0.400146105338121;0.310133285316024;0.0805377564448844
"smart";0.735663031106171;0.334690490062527;0.158700699971932;0.193119930701474;0.29146682481051
"strong";0.615317463337038;0.496573225641762;0.0216096730532528;0.0999626630790682;-0.0443289964015907
"top";0.334563941428902;0.30789237240565;0.0392661572412701;0.459026285461127;0.303116198214453
"unpleasant";0.271407343155083;0.0728283602536798;0.243102049719811;0.231600166203606;0.585177948991415
