"MR1";"MR2"
"afraid";0.737501987928192;0.0861383941963062
"beautiful";0.354323024807261;0.448567076635828
"best";0.543360072672489;0.405628221559986
"capable";0.383885715707698;0.503826043513127
"comfortable";0.742100528923311;0.248997297614745
"delighted";0.238222781314961;0.756277525060925
"delightful";0.497201936239815;0.169310202316193
"different";0.176965377619519;-0.000943392473415505
"extraordinary";0.267861530891613;0.463192444877897
"fair";0.66613337015579;0.41298276380246
"greatest";0.40991149447191;0.600197794090718
"happy";-0.297553124751105;0.153641634128729
"interesting";0.288203463607403;0.409078199800012
"married";0.585761733916234;0.457271796128291
"natural";0.582070255436061;0.343391656833904
"pleasant";0.122578345357708;0.414101005073598
"pleasing";0.148586261024031;0.689764105661512
"proud";-0.0424140032251691;0.534219802406578
"reasonable";0.51448817475444;0.371887820801476
"rich";0.765784966410592;0.205678400217121
"strong";0.636878465376056;0.195364929837762
"superior";0.405095328016263;0.563557536118931
"worth";-0.192107882428046;0.701545013840106
