"MR1";"MR2";"MR3"
"afraid";0.0588533778409453;0.461534366954657;0.628038784755315
"beautiful";0.44835879820138;0.41901471139206;0.189886223975436
"best";-0.0457564310600442;0.55305577724985;0.217039282298595
"cheerful";0.549092780096408;0.528223911721866;0.297373369876445
"clever";0.406308930237798;0.269668330624101;0.526580541133079
"comfortable";0.037573894916201;0.528389410817057;-0.071010137201352
"curious";0.0669622413509216;0.0943769080902539;0.752675310785075
"delicate";0.0959866283180098;0.743090594927547;0.369980949616806
"different";0.838687183293131;-0.0372426047341374;0.0987888891122672
"extraordinary";0.432405680217314;0.237842713266995;0.457920504215206
"free";0.596066982638269;-0.0437560958640067;0.506449411093619
"gentle";0.568744832065286;0.53729539924338;0.133947524714545
"happy";-0.0173386346991065;0.420491005888278;0.408581081731076
"honest";0.418802323686293;-0.0603276942926615;0.716071451184206
"neat";0.535598520645415;0.658179324113385;-0.339771894019224
"pleasant";0.506518507941446;0.251610948883287;0.358365872951016
"quiet";0.224183657042455;0.763728815851296;0.271373985928871
"rich";0.382813940571281;0.495298000135709;0.257082405209066
"safe";0.211151674402914;0.352968947103716;0.470368255355318
"strong";0.912912880749389;-0.0261148329457714;0.117499023254785
"weak";0.636994195315152;0.415155930279736;0.123379641049203
