"MR2";"MR3";"MR4";"MR1";"MR5"
"afraid";0.667907110929514;0.0121200091013564;-0.0427162538604854;0.11203109823087;0.136728708807897
"beautiful";0.798079745568029;0.224970542041512;0.272376614071057;0.272647524227602;-0.134235955270297
"best";0.0944285814125256;0.230548204179817;0.285728900633117;0.933878197901443;0.0605870212900809
"cheerful";0.0752182271723564;0.721380737244256;0.0791690678278657;0.226796588132316;0.275748273017106
"comfortable";0.169659883467088;0.615226050484059;0.104923405358494;0.282747660185988;-0.0344071775401229
"delightful";0.219510893120781;0.253816088538654;0.680632147503537;0.109926992844163;0.308619992542326
"different";0.489450092679867;0.32990816025719;0.234927104668969;0.546300194568058;0.361382730738901
"fair";0.298368485359459;0.302774112220426;0.412891358437733;0.128532042287088;0.771264881853465
"happy";0.220002410501931;-0.132112337768846;-0.875120714223883;-0.43361169187913;-0.0898349067852224
"natural";0.70955708162707;0.507478121014299;0.207066405721162;0.414548031990765;0.133576848109723
"pleasant";0.686461302494128;0.296451812910435;-0.133193819666151;-0.198474078119756;0.145584120281265
"safe";0.359914438114522;0.593292672020128;0.35315284192612;-0.0562629799969565;-0.135126554225923
"strong";0.805652573390898;0.184743025703516;0.0561152704775794;0.0241572329515409;0.136400583944988
"worth";0.242704327347233;0.826041479488605;0.146495934957602;0.0361932852731636;0.297660776488047
