"MR1";"MR2";"MR4";"MR5";"MR3"
"afraid";0.502549940051528;0.218397253794752;0.62291757495788;0.249383050016815;-0.110255712808568
"beautiful";0.307642519400008;0.628042656703236;-0.298264121056544;0.550117075014149;0.185022404625739
"best";0.017198300323804;0.0468790867951938;0.0542116859461967;-0.10728094542568;0.86171033924554
"comfortable";0.400952411280905;0.411252904341859;0.278257374023483;0.0666244020215891;-0.269253059357671
"curious";0.473590207001301;0.222106414413531;0.451137099149172;0.324882319540126;0.0740213424946495
"different";0.283523453363185;0.0782744412369801;0.484405125699442;0.23032589113624;-0.023702771089218
"extraordinary";-0.443790216718109;0.521438579240938;0.214679546362545;0.0788281143656967;0.365921670442623
"greatest";0.747036127310728;0.0493243555465603;0.0324231415958796;0.117425504301648;0.0155294939184468
"happy";0.664150480889328;0.357423143164039;0.383566321330183;0.39066424055063;0.030465995892798
"natural";0.810338645975331;0.0453918644497789;0.119190351315756;0.107623520467231;0.0917802059843047
"pleasant";0.256487541781973;0.284981883047596;0.462517874971591;0.501279870262002;-0.259032433876278
"proud";0.0145789148879397;0.12176093672517;0.695092672524337;-0.00944326548903207;0.220728068637078
"quiet";0.0133184351922923;-0.0493813229944936;0.313622358983473;0.792505877194492;-0.0464070640612678
"rich";0.379628886532143;-0.0533509850319757;0.271735295467132;0.527330417318707;0.577427896973181
"safe";0.392231250111293;0.30131148167358;0.135088654400666;0.754365391400618;-0.0396793558792865
"strong";0.309953624053067;0.733280089297742;0.425653483446853;0.143922254627588;0.109285143129125
"weak";0.0440154517396993;0.873202885393164;0.245603191619381;0.0265411050439202;-0.073653232005189
"worth";-0.0081398494635198;0.188271969616713;0.488931143572496;0.22443096969749;0.0240832261816109
