"MR1";"MR2"
"afraid";0.751492715774965;-0.0319628740070161
"appropriate";-0.325204422663946;0.134620541826045
"beautiful";0.645364135193012;0.0820410402922456
"best";0.34489976737446;0.0849307641706245
"cheerful";0.58935544731709;0.238442808792315
"clean";-0.0144105875253272;0.41749721057263
"curious";0.414755903713047;0.530786922550044
"dangerous";0.826235313363142;-0.146162558508644
"delicate";0.424387417431777;0.100000543382281
"extraordinary";0.358660094363966;0.0836518729115845
"fair";0.218407506916916;0.236216516009342
"free";0.211666240978976;0.298394005676146
"friendly";0.251289521631384;0.0857176981913175
"generous";0.571672250125851;0.44141275688198
"happy";-0.034555891501257;0.652160914146677
"loose";0.484452781808221;-0.0998558765204459
"modest";-0.201230518116062;0.766050894343531
"mysterious";0.26966809355108;0.473298762340848
"natural";-0.051122128340349;0.540892082371208
"original";0.193322155825347;0.025045009437847
"polite";0.19839482382759;0.33666085221655
"proud";-0.0152691355055321;0.629632806356213
"quiet";0.343811863634377;0.278749853173322
"rich";-0.147167382178881;0.284230703489553
"sacred";0.24990197842498;-0.0510926458692346
"safe";0.593063871312786;0.0245939383962301
"strong";0.434681019329279;-0.10504836267579
"wise";0.046554332270203;0.719020683382837
"worth";0.380799808388048;0.0891194070442148
