"MR3";"MR6";"MR4";"MR1";"MR2";"MR5";"MR8";"MR7"
"afraid";0.834262808671086;0.182731523259976;0.269264086822491;0.20126530285124;-0.0648585168209526;0.193139201957362;0.151737416582761;0.14549144174263
"best";0.319993894487631;0.663026027188615;0.642980532397691;0.165714050493146;-0.0873808008081205;0.0361911507108013;0.046648063575715;0.0500734737538281
"calm";0.032673680343821;0.889453637160882;0.0436443795702283;0.301271142948945;0.0389406008635844;0.325911664896576;0.0000976908022940663;0.0121385733097559
"capable";0.387303536270137;0.48838640723669;0.0857587086907745;0.732574427978671;-0.186374846890679;0.112298298156308;-0.0129476122002072;-0.125705809605564
"comfortable";0.283928541042248;0.0630698638580219;0.920799079732564;0.0260930529912014;0.00759813593770535;0.249640368451774;0.020441565582535;-0.010720697981295
"different";0.213413614399756;0.292781968268796;0.040649415510164;0.691719264067338;0.514896204882898;0.273047908907778;0.0679969402949833;0.15494081417463
"greatest";0.345934697034259;0.565246919204828;0.366944849951053;0.438968882012864;0.291077862375016;-0.0791032926504261;0.370172226911557;0.0228338301193416
"happy";-0.0489555485116924;0.0233249886263872;0.0200700229958177;-0.0154228486291225;-0.984454385372673;-0.14850932190307;-0.0119363984889309;0.0153042895121763
"natural";0.0967940453160078;0.266021180184651;0.313759932515405;0.169964343488881;0.297414042564686;0.78541565696786;-0.00793113709689971;0.00704169799119414
"strong";0.911310388476978;-0.00943856378422076;0.234862365747323;0.105670200133215;0.22837444103349;-0.109109022431571;-0.0920576488020323;-0.16063853340946
"worth";0.693344990511718;0.389463841148384;0.112948995876536;0.430260569709376;-0.0173235941236631;0.364042350785716;0.0964134585403832;0.15434910747344
