"MR1";"MR2"
"afraid";0.788194596748553;0.163948741897072
"beautiful";0.488499661784034;0.247364823924985
"best";-0.0211101522769515;0.193620236942869
"comfortable";0.531042461847873;0.170358115833256
"curious";0.741184987041234;0.174902467750453
"different";0.528389199515326;0.142847366216733
"extraordinary";-0.120159508571429;0.839146783086332
"greatest";0.629296407794822;-0.269518579219582
"happy";0.926106004886989;0.154498581009569
"natural";0.691863648670773;-0.23226379279871
"pleasant";0.687271620363647;0.231939292757494
"proud";0.295008285087465;0.372417474023743
"quiet";0.486191640477411;0.117848101873826
"rich";0.571882390128961;0.100927617035035
"safe";0.766878600557325;0.144764519300671
"strong";0.628266648919541;0.597290992140904
"weak";0.345877986235373;0.629526950464351
"worth";0.332376728770031;0.374177697233491
