"MR1";"MR4";"MR3";"MR5";"MR2";"MR6";"MR10";"MR8";"MR7";"MR9"
"afraid";0.683805366804756;0.199835246367726;0.261713285978999;0.466780357683324;0.183360342906381;0.154148263757074;0.150455917132043;0.00712279467647505;0.109220335261499;0.335696922119496
"best";-0.00344677803970661;0.111585309637034;0.224922373299068;0.198276427124878;0.905808106693791;-0.259923031252853;0.0796128948043129;0.0410163386932027;0.0209016507518556;0.00337014105877816
"capable";0.537435962687446;0.182686467178792;0.275725558568401;0.149759300226487;0.114238469921495;0.292910118234215;0.676922260954017;0.0698316403251619;0.115962882790517;0.0430788413905851
"comfortable";0.371165237511599;0.478835213103078;0.191563994956882;0.506163508462878;0.0747483086654629;0.0705177699284578;0.246366782823373;0.0515612377844337;0.516119846309923;0.00612034291073708
"determined";0.183522871728011;0.489192380239463;0.445948932019447;0.329197368382045;0.221673513998841;0.111285944412215;0.40247357577631;0.0138760881469462;0.00708390902282343;-0.180317518701321
"different";0.686711451995319;0.502765513256608;0.308975515418589;0.0140107925433936;0.181629229873683;-0.112193623115858;0.0973501443612941;0.0227768220405465;0.200033219286162;-0.283767997179067
"fair";0.295331337412978;0.830165057734016;0.0536436280852393;0.20399804294384;0.0399831146513173;0.161266198056041;-0.0150649516275234;0.0867066603664282;0.0998938862461142;-0.00559314348334558
"greatest";0.287971642939363;0.290561493927319;0.189441021411088;0.85559375162285;0.200632176310021;0.0398540183941702;0.0724183629841681;0.114851058926733;0.0271342605434048;-0.0014275781632604
"happy";-0.0235563884329929;0.160467081218944;0.0866139449535461;0.0345487980328738;-0.223033193114881;0.947803290942417;0.109833554988289;-0.0115482657731216;0.0114254184201056;0.0141907128822164
"natural";0.335333048893126;0.319855149579314;0.563896795850293;0.225847783771707;0.363872209380635;-0.0818178332271922;0.131022939701146;0.502988704876291;0.0390722651644957;-0.0181141023071044
"pleasant";0.626818397099992;0.106558450155921;0.294361483270301;0.546423789045881;0.310260159316415;-0.0621136023623156;0.193153463783389;-0.213118840015742;0.156887285828672;0.0141172375161733
"quiet";0.209902284481383;0.665986817932696;0.472531170533918;0.336772129558802;0.167421412435435;0.0525893431149963;0.358904609651185;-0.00491609204615568;0.0911837528780443;0.0549714930272972
"safe";0.887428164952437;0.239049828494387;0.0429396724592674;0.204164576196976;-0.0493042130710595;-0.0696817825735933;0.120832323440535;0.0674503845841408;0.0108398133428881;-0.0645633378828939
"strong";0.594854391569378;0.599464242837798;0.110825227589986;0.104155382629623;0.0832835009062667;0.204801823803268;0.239165163018461;0.0618346601432527;-0.144287374931481;0.141922509176097
"welcome";0.661535111599611;0.302924373061366;0.353778600847879;0.333722643170663;-0.208416271876793;0.0304741094831221;0.107968625873182;0.289349481231948;0.124428950578055;0.0992942745242065
"worth";0.179229301404606;0.105758888851369;0.932819599830192;0.157955690018915;0.168405769918965;0.112109129395236;0.113707446475643;0.0320276851713497;0.0475269908747538;0.0208689656957722
