"MR1";"MR2"
"afraid";0.397218380439909;-0.1130690949162
"beautiful";0.0104870739033341;0.585630274328746
"best";0.506823982508123;-0.215565298372098
"cheerful";0.459628861620486;0.0899534969745197
"curious";0.288284447887826;0.448566954227096
"different";0.659336809793275;-0.0536538755916197
"fair";-0.124456122093936;0.0819068807327457
"free";0.290384891691547;0.555398456220454
"gentle";0.558676517181034;0.312465928965643
"graceful";-0.145956112916941;0.713869268044657
"greatest";0.749000124198476;0.210477269996302
"happy";0.450486018746857;0.504695129108004
"honest";0.758538616497353;0.12861578125596
"humble";0.320996983949451;0.353935387200122
"independent";0.115852168065392;0.424877769118547
"interesting";0.481290772760052;0.0663945442543756
"moral";0.462047030763489;0.254485936870943
"natural";0.478965595547272;0.187253362580218
"pleasant";0.665626185085593;0.197204955195408
"proud";0.535481647338688;0.286104333497518
"quiet";0.0406449114888964;0.515470178196317
"rich";0.215876357045482;0.727884728727024
"safe";-0.11425775629831;0.68139635304083
"strong";0.626567552523713;0.297173185580639
"worth";0.0152496295953709;0.086965940811517
