"MR1";"MR2"
"afraid";0.877241610752662;-0.00882419989189232
"best";0.334831909016618;0.926223941582244
"capable";0.800227964699743;-0.109285776862735
"comfortable";0.861566652400012;0.00164652613176972
"determined";0.782141083720862;0.180876615627267
"different";0.809368725137605;0.0571335422783047
"fair";0.69601591170031;-0.152213407083028
"greatest";0.760026614644264;0.188313055739379
"happy";0.197351481528258;-0.431812414247904
"natural";0.767221759062724;0.368397709994892
"pleasant";0.820523366657475;0.230013341056079
"quiet";0.882489801513434;0.136758309582235
"safe";0.739984079393556;-0.183685881001875
"strong";0.807267207864915;-0.2219070874903
"welcome";0.842666170888278;-0.208535731281033
"worth";0.618206375020563;0.258202067407923
